data,open,high,low,close,vol,amount,up,down,MA1,MA2,MA3,MA4,MA5,MA6,,MA1,MA2,MA3,K,D,J,DIFF,DEA,MACD,RSI1,RSI2,RSI3,
2016/12/8,3225.55,3228.12,3211.47,3215.37,170710176,1.98E+11,310,793,3217.162,3243.101,3230.008,3195.507,3124.535,3066.704,170710176,195986656,229757840,239964800,28.254,40.152,4.458,22.665,32.331,-19.332,43.195,51.328,56.346,50
2016/12/9,3209.34,3244.8,3207.04,3232.88,204023952,2.26E+11,442,624,3214.97,3240.195,3231.85,3199.794,3126.885,3069.584,204023952,184878016,226768080,234623264,31.782,37.362,20.622,21.444,30.154,-17.419,52.426,55.414,58.27,58.333
2016/12/12,3233.67,3245.09,3149.9,3152.97,274708448,2.94E+11,55,1073,3204.622,3227.792,3228.98,3201.544,3127.835,3071.919,274708448,195217616,226083792,231878272,21.976,32.233,1.462,13.868,26.897,-26.057,27.74,39.081,48.163,50
2016/12/13,3138.99,3162.5,3118.71,3155.04,185164496,2.03E+11,709,383,3195.7,3215.004,3226.383,3202.63,3129.105,3074.168,185164496,200735984,212516608,229092176,22.173,28.88,8.758,7.94,23.105,-30.33,28.782,39.584,48.405,50
2016/12/14,3149.38,3170.02,3136.35,3140.53,201358880,2.19E+11,390,714,3179.358,3204.054,3223.156,3203.89,3131.081,3076.266,201358880,207193184,208294896,228071776,19.299,25.686,6.525,2.048,18.894,-33.692,25.668,37.232,46.807,41.667
2016/12/15,3125.76,3138.78,3100.91,3117.68,189990624,2.13E+11,860,248,3159.82,3188.491,3218.617,3203.515,3132.65,3078.259,189990624,211049280,203517968,226860992,16.743,22.705,4.819,-4.415,14.232,-37.295,21.31,33.784,44.399,33.333
2016/12/16,3111.51,3128.87,3106.35,3122.98,164988704,1.90E+11,804,292,3137.84,3176.405,3215.124,3203.437,3134.652,3080.071,164988704,203242224,194060128,224619104,16.265,20.558,7.677,-9.006,9.584,-37.18,24.861,35.3,45.083,41.667
2016/12/19,3120.7,3125.28,3110.08,3118.08,154169712,1.75E+11,530,563,3130.862,3167.742,3210.12,3202.929,3136.186,3081.955,154169712,179134480,187176048,220794944,14.813,18.643,7.152,-12.89,5.09,-35.959,23.675,34.503,44.554,33.333
2016/12/20,3115.9,3117.01,3084.8,3102.88,157426752,1.72E+11,452,641,3120.43,3158.065,3202.846,3201.428,3137.518,3084.027,157426752,173586928,187161456,215584704,13.635,16.974,6.957,-16.999,0.672,-35.342,20.107,32.054,42.925,33.333
2016/12/21,3107.24,3140.25,3107.24,3137.43,186706608,2.04E+11,944,169,3119.81,3149.584,3197.661,3201.73,3139.377,3086.041,186706608,170656480,188924832,212422048,20.035,17.994,24.116,-17.269,-2.916,-28.705,43.383,42.222,47.48,41.667
2016/12/22,3132.16,3143.17,3126.89,3139.56,167804992,1.86E+11,489,618,3124.186,3142.003,3192.552,3200.673,3140.998,3087.933,167804992,166219360,188634320,209196080,24.744,20.244,33.744,-17.114,-5.756,-22.716,44.577,42.798,47.749,50
2016/12/23,3134.93,3138.4,3103.75,3110.15,166176768,1.89E+11,185,937,3121.62,3129.73,3184.962,3197.81,3142.269,3089.421,166176768,166456960,184849600,205808832,26.412,22.3,34.635,-19.143,-8.433,-21.419,33.031,37.213,44.475,41.667
2016/12/26,3095.58,3122.88,3068.42,3122.57,152571888,1.71E+11,692,418,3122.518,3126.69,3177.241,3194.883,3144.637,3091.029,152571888,166137408,172635936,199359872,35.373,26.658,52.805,-19.524,-10.651,-17.745,40.801,40.774,46.103,50
2016/12/27,3117.39,3127.88,3113.75,3114.66,141528944,1.62E+11,541,549,3124.874,3122.652,3168.828,3191.806,3146.579,3092.547,141528944,162957840,168272384,190394496,44.202,32.506,67.595,-20.231,-12.567,-15.327,37.478,39.228,45.222,41.667
2016/12/28,3113.77,3118.78,3094.55,3102.24,135727088,1.54E+11,356,731,3117.836,3118.823,3161.438,3188.378,3148.485,3093.494,135727088,152761936,161709216,185002048,44.55,36.52,60.608,-21.545,-14.363,-14.364,32.491,36.836,43.849,41.667
2016/12/29,3095.84,3111.8,3087.34,3096.1,132623296,1.50E+11,419,668,3109.144,3116.665,3152.578,3184.633,3150.112,3094.241,132623296,145725600,155972480,179745216,42.043,38.361,49.407,-22.819,-16.054,-13.529,30.114,35.663,43.173,33.333
2016/12/30,3097.35,3108.84,3089.99,3103.64,133267128,1.52E+11,611,482,3107.842,3114.731,3145.568,3181.659,3151.761,3094.961,133267128,139143664,152800320,173430224,43.734,40.152,50.899,-22.955,-17.434,-11.042,36.915,38.295,44.274,41.667
2017/1/3,3105.31,3136.46,3105.31,3135.92,141567184,1.60E+11,999,136,3110.512,3116.515,3142.128,3178.918,3153.224,3095.953,141567184,136942720,151540064,169358064,59.257,46.52,84.729,-20.226,-17.992,-4.466,57.942,48.192,48.714,50
2017/1/4,3133.79,3160.1,3130.11,3158.79,167860848,1.96E+11,956,170,3119.338,3122.106,3140.085,3175.933,3154.783,3097.376,167860848,142209104,152583472,169872464,72.361,55.134,106.816,-16.032,-17.6,3.137,67.229,53.907,51.567,50
2017/1/5,3157.91,3168.5,3154.28,3165.41,174727648,2.00E+11,535,559,3131.972,3124.904,3137.244,3173.409,3156.565,3098.796,174727648,150009216,151385584,170155200,80.545,63.604,114.426,-12.036,-16.487,8.904,69.563,55.458,52.368,58.333
2017/1/6,3163.78,3172.03,3153.03,3154.32,183708960,2.07E+11,372,748,3143.616,3126.38,3134.191,3170.495,3158.115,3099.671,183708960,160226352,152975968,170805152,81.332,69.514,104.97,-9.652,-15.12,10.937,60.85,52.245,50.897,58.333
2017/1/9,3148.53,3173.14,3147.74,3171.24,171714080,1.92E+11,795,321,3157.136,3132.489,3131.109,3167.471,3159.905,3100.592,171714080,167915744,153529712,169189648,86.817,75.281,109.888,-6.325,-13.361,14.073,68.153,56.445,52.998,58.333
2017/1/10,3167.57,3174.58,3157.33,3161.67,179759216,1.95E+11,404,716,3162.286,3136.399,3131.544,3163.627,3161.914,3101.489,179759216,175554144,156248432,164442192,86.278,78.947,100.941,-4.41,-11.571,14.323,60.494,53.539,51.693,50
2017/1/11,3156.69,3167.03,3136.27,3136.75,178362224,1.89E+11,209,919,3157.878,3138.608,3130.63,3158.755,3162.795,3102.176,178362224,177654432,159931760,164102080,76.398,78.097,72.999,-4.847,-10.226,10.759,44.771,46.709,48.45,50
2017/1/12,3133.6,3144.97,3115.98,3119.29,148889248,1.62E+11,255,871,3148.654,3140.313,3129.568,3154.397,3163.371,3102.807,148889248,172486752,161247984,161478592,62.478,72.891,41.652,-6.527,-9.486,5.919,36.742,42.559,46.326,41.667
2017/1/13,3116.08,3130.51,3102.16,3112.76,156274208,1.74E+11,283,855,3140.342,3141.979,3129.322,3149.045,3163.843,3103.442,156274208,166999792,163613072,159792768,46.531,64.104,11.384,-8.29,-9.247,1.915,34.005,41.07,45.547,41.667
2017/1/16,3104.49,3105.14,3044.29,3103.43,257886000,2.63E+11,274,887,3126.78,3141.958,3128.344,3144.365,3164.051,3104.072,257886000,184234176,176074960,164437632,46.151,58.12,22.213,-10.32,-9.462,-1.718,30.154,38.946,44.432,41.667
2017/1/17,3087.03,3108.91,3072.34,3108.77,136157856,1.55E+11,800,330,3116.2,3139.243,3127.879,3141.167,3163.726,3104.653,136157856,175513904,175534032,163537040,47.264,54.501,32.789,-11.368,-9.843,-3.05,35.195,40.856,45.232,50
2017/1/18,3104.77,3123.72,3098.59,3113.01,131780128,1.45E+11,476,634,3111.452,3134.665,3128.385,3138.279,3163.41,3105.488,131780128,166197488,171925952,162254720,49.09,52.698,41.876,-11.721,-10.218,-3.005,39.364,42.416,45.878,50
2017/1/19,3104.97,3115.78,3094.01,3101.3,123851424,1.39E+11,391,736,3107.854,3128.254,3126.579,3134.247,3163.16,3106.2,123851424,161189920,166838336,159111952,47.312,50.902,40.132,-12.798,-10.734,-4.127,32.446,39.293,44.37,41.667
2017/1/20,3095.82,3125.66,3095.21,3123.14,122366776,1.41E+11,1114,52,3109.93,3125.136,3125.758,3131.173,3163.34,3106.808,122366776,154408432,160704112,156840048,51.714,51.173,52.797,-11.754,-10.938,-1.631,51.517,47.201,47.715,41.667
2017/1/23,3125.42,3145.84,3125.42,3136.77,132660392,1.48E+11,957,184,3116.598,3121.689,3127.089,3127.969,3163.882,3108.014,132660392,129363312,156798752,155164224,59.592,53.979,70.817,-9.715,-10.694,1.958,59.978,51.503,49.685,41.667
2017/1/24,3134.59,3149.53,3131.22,3142.55,125973880,1.35E+11,433,689,3123.354,3119.777,3128.088,3127.622,3164.583,3109.25,125973880,127326520,151420208,153834320,70.85,59.603,93.345,-7.545,-10.064,5.038,63.243,53.264,50.51,50
2017/1/25,3137.65,3151.47,3133.19,3149.55,112073824,1.27E+11,714,396,3130.662,3121.057,3129.833,3127.439,3165.035,3110.668,112073824,123385256,144791376,152361568,79.97,66.392,107.126,-5.201,-9.091,7.781,67.138,55.404,51.515,50
2017/1/26,3149.22,3163.1,3148.91,3159.17,113876768,1.25E+11,814,303,3142.236,3125.045,3132.679,3128.06,3165.975,3112.383,113876768,121390328,141290128,151269056,85.544,72.776,111.08,-2.538,-7.78,10.486,72.027,58.268,52.886,58.333
2017/2/3,3160.08,3162.68,3136.01,3140.17,92224736,1.08E+11,386,747,3145.642,3127.786,3134.883,3128.81,3166.163,3113.791,92224736,115361920,134885184,149249120,81.941,75.831,94.161,-1.938,-6.612,9.348,53.251,51.185,49.973,58.333
2017/2/6,3143.09,3158.84,3135.39,3156.98,127198280,1.50E+11,960,175,3149.684,3133.141,3137.55,3129.943,3166.69,3115.278,127198280,114269496,121816408,148945680,85.008,78.89,97.244,-0.105,-5.31,10.412,63.385,56.311,52.394,66.667
2017/2/7,3154.4,3159.54,3140.04,3153.09,128337440,1.53E+11,495,630,3151.792,3137.573,3138.408,3131.11,3167.02,3116.7,128337440,114742208,121034368,148284192,85.176,80.985,93.557,1.022,-4.044,10.133,59.786,54.857,51.789,66.667
2017/2/8,3148.09,3167.45,3132.03,3166.98,144920192,1.71E+11,876,246,3155.278,3142.97,3138.817,3133.247,3167.338,3118.286,144920192,121311480,122348368,147137168,89.9,83.957,101.787,3.002,-2.635,11.273,67.655,58.983,53.778,75
2017/2/9,3164.69,3186.84,3162.57,3183.18,191640320,2.10E+11,865,263,3160.08,3151.158,3139.706,3134.772,3168.251,3119.777,191640320,136864192,129127264,147982800,91.281,86.398,101.045,5.811,-0.946,13.513,74.609,63.256,55.989,75
2017/2/10,3183.01,3205.05,3182.8,3196.7,239348912,2.46E+11,564,581,3171.386,3158.514,3141.825,3136.677,3168.675,3121.202,239348912,166289024,140825472,150764800,90.417,87.738,95.776,9.023,1.048,15.951,79.107,66.44,57.748,75
2017/2/13,3198.99,3219.41,3198.99,3216.84,220191504,2.36E+11,882,259,3183.358,3166.521,3144.105,3140.233,3169.021,3122.853,220191504,184887680,149578592,153188672,92.631,89.369,99.155,13.045,3.447,19.194,84.132,70.581,60.221,83.333
2017/2/14,3216.14,3219.4,3205.29,3217.93,188798080,2.04E+11,501,644,3196.326,3174.059,3146.918,3143.412,3169.147,3124.647,188798080,196979808,155861008,153640608,94.523,91.087,101.395,16.133,5.985,20.297,84.376,70.794,60.352,83.333
2017/2/15,3215.46,3236,3206.56,3212.99,241507712,2.58E+11,367,790,3205.528,3180.403,3150.73,3146.689,3169.248,3126,241507712,216297312,168804400,156797888,88.971,90.382,86.151,17.975,8.383,19.185,77.863,68.35,59.426,75
2017/2/16,3210.36,3230.28,3207.79,3229.62,216955936,2.27E+11,838,311,3214.816,3187.448,3156.247,3150.935,3169.657,3126.87,216955936,221360432,179112304,160201216,90.602,90.455,90.896,20.54,10.814,19.452,83.125,71.911,61.5,75
2017/2/17,3227.71,3238.4,3199.42,3202.08,226228176,2.49E+11,274,895,3215.892,3193.639,3160.712,3154.468,3169.551,3127.636,226228176,218736288,192512656,163698912,82.353,87.755,71.55,20.119,12.675,14.887,56.457,59.762,56.508,66.667
2017/2/20,3198.96,3241.46,3198.96,3239.96,232152096,2.50E+11,893,271,3220.516,3201.937,3167.539,3159.012,3170.336,3128.723,232152096,221128400,203008032,162412224,87.779,87.763,87.811,22.581,14.656,15.849,71.532,67.9,61.046,66.667
2017/2/21,3242.22,3254.34,3239.88,3253.33,211673072,2.34E+11,830,300,3227.596,3211.961,3174.767,3162.926,3170.922,3129.967,211673072,225703392,211341600,166187984,91.485,89.004,96.449,25.32,16.789,17.061,75.172,70.219,62.488,75
2017/2/22,3252.69,3261.38,3243.84,3261.22,207453776,2.35E+11,630,506,3237.242,3221.385,3182.177,3166.34,3171.136,3131.243,207453776,218892608,217594960,169971664,94.256,90.754,101.259,27.806,18.992,17.627,77.234,71.542,63.324,75
2017/2/23,3258.83,3264.08,3236.35,3251.38,209179808,2.37E+11,440,717,3241.594,3228.205,3189.681,3169.206,3171.307,3132.631,209179808,217337392,219348912,174238080,89.67,90.393,88.223,28.652,20.924,15.455,68.696,67.463,61.539,75
2017/2/24,3246.86,3253.96,3233.53,3253.43,186406368,2.14E+11,660,474,3251.864,3233.878,3196.196,3172.509,3171.502,3133.995,186406368,209373024,214054656,177440064,87.662,89.482,84.02,29.152,22.57,13.164,69.538,67.879,61.773,75
2017/2/27,3249.19,3251.65,3224.09,3228.66,182581072,2.11E+11,260,906,3249.604,3235.06,3200.791,3174.423,3170.947,3135.185,182581072,199458816,210293616,179936096,73.644,84.203,52.525,27.235,23.503,7.465,50.031,58.084,57.37,66.667
2017/2/28,3225.97,3242.68,3225.97,3241.73,151244320,1.86E+11,787,340,3247.284,3237.44,3205.75,3177.092,3170.359,3136.63,151244320,187373072,206538240,181199616,70.989,79.798,53.37,26.466,24.096,4.741,57.568,61.299,58.98,66.667
2017/3/1,3240.07,3259.98,3237.87,3246.93,190677552,2.26E+11,640,470,3244.426,3240.834,3210.618,3180.765,3169.76,3138.102,190677552,184017824,201455216,185129808,71.88,77.159,61.323,25.977,24.472,3.01,60.418,62.546,59.613,66.667
2017/3/2,3250.52,3256.81,3228.66,3230.03,181215072,2.23E+11,277,874,3240.156,3240.875,3214.161,3184.456,3169.426,3139.435,181215072,178424880,197881136,188496720,63.824,72.714,46.045,23.949,24.367,-0.837,47.876,56.134,56.647,58.333
2017/3/3,3219.2,3221.16,3206.61,3218.31,157082368,1.93E+11,483,649,3233.132,3242.498,3218.069,3187.974,3168.51,3140.632,157082368,172560080,190966544,191739600,49.336,64.921,18.164,21.152,23.724,-5.144,40.823,52.095,54.679,58.333
2017/3/6,3217.33,3234.66,3215.07,3233.87,156092160,1.94E+11,1014,144,3234.174,3241.889,3221.913,3192.322,3168.344,3141.869,156092160,167262288,183360560,193184304,48.702,59.515,27.075,19.962,22.972,-6.02,52.071,56.617,56.76,58.333
2017/3/7,3233.09,3242.66,3226.82,3242.41,164064240,2.10E+11,619,521,3234.31,3240.797,3226.379,3196.777,3168.972,3143.361,164064240,169826272,178599680,194970640,53.232,57.42,44.855,19.482,22.274,-5.583,57.404,58.937,57.869,66.667
2017/3/8,3240.53,3245.3,3230.61,3240.66,160731392,1.98E+11,385,761,3233.056,3238.741,3230.063,3201.032,3169.655,3144.805,160731392,163837040,173927440,195761200,56.755,57.199,55.867,18.745,21.568,-5.646,55.875,58.241,57.553,58.333
2017/3/9,3233.7,3233.87,3205.28,3216.75,167371104,1.99E+11,255,914,3230.4,3235.278,3231.741,3204.88,3169.564,3146.011,167371104,161068256,169746560,194547744,44.826,53.074,28.329,16.047,20.464,-8.834,38.893,49.519,53.403,50
2017/3/10,3213.73,3222.32,3208.45,3212.76,136672736,1.74E+11,505,614,3229.29,3231.211,3232.544,3207.868,3169.52,3147.028,136672736,156986320,164773200,189413920,34.442,46.864,9.599,13.432,19.057,-11.252,36.662,48.205,52.741,41.667
2017/3/13,3209.45,3237.12,3193.16,3237.02,163673760,2.07E+11,909,257,3229.92,3232.047,3233.553,3211.209,3169.589,3148.237,163673760,158502640,162882464,186588032,44.841,46.189,42.145,13.165,17.879,-9.428,55.351,55.958,56.188,50
2017/3/14,3235.25,3246.33,3231.52,3239.33,146946016,1.92E+11,468,679,3229.304,3231.807,3234.624,3214.435,3171.029,3149.432,146946016,155079008,162452640,184495440,54.073,48.817,64.585,12.99,16.901,-7.822,56.808,56.632,56.503,50
2017/3/15,3235.4,3243.71,3227.74,3241.76,144055680,1.86E+11,441,705,3229.524,3231.29,3236.062,3217.509,3172.474,3150.789,144055680,151743856,157790448,179622832,66.517,54.717,90.117,12.899,16.101,-6.404,58.516,57.381,56.844,58.333
2017/3/16,3247.16,3269.77,3247.16,3268.94,189416000,2.45E+11,1082,99,3239.962,3235.181,3238.028,3221.168,3174.614,3152.847,189416000,156152832,158610544,178245840,77.317,62.251,107.45,14.849,15.85,-2.003,72.9,64.797,60.46,58.333
2017/3/17,3271.87,3274.19,3232.28,3237.45,200583216,2.62E+11,236,954,3244.9,3237.095,3239.796,3224.411,3176.61,3154.63,200583216,168934928,162960624,176963584,69.764,64.755,79.782,13.695,15.419,-3.448,49.188,53.115,54.899,50
2017/3/20,3241.11,3251.13,3228.12,3250.81,170548432,2.14E+11,747,412,3247.658,3238.789,3240.339,3227.538,3178.741,3156.697,170548432,170309872,164406256,173883408,70.225,66.578,77.518,13.701,15.076,-2.749,56.407,56.726,56.664,58.333
2017/3/21,3250.25,3262.22,3246.7,3261.61,162719312,2.19E+11,621,533,3252.114,3240.709,3240.753,3231.156,3181.133,3158.66,162719312,173464528,164271760,171435712,74.975,69.377,86.171,14.411,14.943,-1.064,61.687,59.478,58.048,66.667
2017/3/22,3246.22,3255.78,3229.13,3245.22,189731648,2.45E+11,390,799,3252.806,3241.165,3239.953,3233.764,3183.505,3160.511,189731648,182599728,167171792,170549616,71.399,70.051,74.095,13.495,14.653,-2.316,50.539,53.812,55.253,58.333
2017/3/23,3245.81,3262.09,3221.93,3248.55,193029152,2.58E+11,505,666,3248.728,3244.345,3239.812,3235.943,3185.357,3162.367,193029152,183322352,169737600,169742080,70.385,70.163,70.831,12.89,14.301,-2.821,52.626,54.767,55.705,58.333
2017/3/24,3247.35,3275.21,3241.12,3269.45,219777920,2.67E+11,759,403,3255.128,3250.014,3240.613,3238.368,3187.522,3164.26,219777920,187161296,178048112,171410656,76.653,72.326,85.308,13.936,14.228,-0.583,64.052,60.377,58.455,66.667
2017/3/27,3268.92,3283.24,3262.12,3266.96,201852672,2.49E+11,507,662,3258.358,3253.008,3242.528,3240.038,3190.136,3166.202,201852672,193422144,181866000,172374240,75.584,73.412,79.929,14.398,14.262,0.273,61.917,59.419,58.007,66.667
2017/3/28,3265.63,3265.63,3246.09,3252.95,161710016,2.03E+11,393,766,3256.626,3254.37,3243.088,3241.206,3192.309,3168.473,161710016,193220288,183342400,172897520,67.255,71.36,59.045,13.479,14.105,-1.253,50.543,54.147,55.511,66.667
2017/3/29,3252.87,3262.1,3233.28,3241.31,216105568,2.45E+11,366,833,3255.844,3254.325,3242.808,3242.15,3194.419,3170.499,216105568,198495072,190547392,174168928,55.373,66.031,34.058,11.676,13.619,-3.887,42.719,50.117,53.515,58.333
2017/3/30,3235.14,3240.02,3195.85,3210.24,247135472,2.66E+11,198,1008,3248.182,3248.455,3241.818,3241.504,3196.219,3172.352,247135472,209316336,196319344,177464944,42.404,58.155,10.902,7.652,12.426,-9.548,28.558,41.189,48.642,50
2017/3/31,3206.25,3226.25,3205.54,3222.51,196442928,2.14E+11,726,453,3238.794,3246.961,3242.028,3242.185,3198.326,3174.219,196442928,204649328,195905312,179432976,38.438,51.583,12.149,5.391,11.019,-11.256,38.257,45.381,50.499,50
2017/4/5,3235.66,3270.65,3233.24,3270.31,248320208,2.73E+11,1123,89,3239.464,3248.911,3243.85,3243.196,3201.104,3176.433,248320208,213942832,203682496,184044368,54.027,52.398,57.286,7.371,10.289,-5.837,62.229,58.079,56.844,50
2017/4/6,3272.19,3286.67,3265.76,3281,245288000,2.62E+11,606,566,3245.074,3250.85,3245.78,3244.119,3203.522,3178.373,245288000,230658432,211939360,188105568,67.27,57.355,87.101,9.691,10.17,-0.957,65.793,60.329,58.097,58.333
2017/4/7,3280.62,3295.19,3275.05,3286.62,236108944,2.67E+11,511,664,3254.136,3254.99,3248.078,3244.965,3205.653,3180.218,236108944,234659104,216577088,191874432,75.305,63.338,99.237,11.847,10.505,2.684,67.715,61.514,58.754,58.333
2017/4/10,3285.46,3285.46,3265.01,3269.39,232694624,2.79E+11,342,855,3265.966,3257.074,3250.709,3245.566,3207.386,3181.975,232694624,231770944,220543632,195140608,74.879,67.185,90.267,12.026,10.809,2.434,56.115,55.927,55.947,50
2017/4/11,3266.22,3290.39,3244.4,3288.97,281281248,3.27E+11,789,380,3279.258,3259.026,3254.52,3246.75,3209.63,3183.872,281281248,248738608,226693968,202371040,81.166,71.845,99.806,13.592,11.366,4.452,64.425,60.387,58.309,58.333
2017/4/12,3283.84,3284.93,3262.28,3273.83,269381792,3.12E+11,345,841,3279.962,3259.713,3256.361,3248.256,3211.34,3185.622,269381792,252950928,233446880,207656448,80.277,74.656,91.518,13.456,11.784,3.344,54.797,55.638,55.891,50
2017/4/13,3265.22,3281.14,3261.49,3275.96,207346880,2.23E+11,705,461,3278.954,3262.014,3258.192,3249.397,3213.244,3187.579,207346880,245362704,238010560,210676480,80.398,76.57,88.055,13.366,12.1,2.531,55.91,56.167,56.158,50
2017/4/14,3276.14,3276.71,3238.9,3246.07,214508560,2.24E+11,176,1020,3270.844,3262.49,3258.407,3249.368,3215.066,3188.931,214508560,241042624,237850864,214199136,68.669,73.936,58.134,10.759,11.832,-2.147,39.529,47.496,51.588,50
2017/4/17,3229.95,3229.95,3199.91,3222.17,212737184,2.27E+11,297,897,3261.4,3263.683,3256.069,3249.106,3216.781,3190.076,212737184,237051136,234411040,215365184,53.567,67.146,26.407,6.687,10.803,-8.232,30.855,41.859,48.308,50
2017/4/18,3215.4,3225.05,3196.49,3196.71,188661360,2.12E+11,316,878,3242.948,3261.103,3254.032,3248.386,3218.18,3191.011,188661360,218527152,233632880,214769088,35.785,56.693,-6.029,1.389,8.92,-15.062,24.095,36.785,45.119,50
2017/4/19,3184.67,3189.44,3147.07,3170.69,213238080,2.26E+11,387,812,3222.32,3251.141,3250.026,3246.28,3219.301,3191.676,213238080,207298416,230124672,216903584,29.172,47.519,-7.521,-4.853,6.166,-22.036,18.993,32.406,42.152,50
2017/4/20,3165.67,3178.18,3148.18,3172.1,190873984,2.20E+11,499,688,3201.548,3240.251,3245.551,3243.937,3220.357,3192.042,190873984,204003840,224683264,218311312,25.27,40.103,-4.396,-9.575,3.018,-25.185,20.093,32.879,42.366,50
2017/4/21,3170.29,3180.79,3158.63,3173.15,164761744,1.84E+11,505,663,3186.964,3228.904,3241.947,3241.686,3221.359,3192.385,164761744,194054464,217548544,217062816,22.912,34.373,-0.009,-13.082,-0.202,-25.76,21.051,33.258,42.531,50
2017/4/24,3164.25,3164.25,3111.21,3129.53,186277440,1.98E+11,176,1040,3168.436,3214.918,3235.996,3238.779,3221.83,3192.495,186277440,188762528,212906832,216725232,18.79,29.178,-1.987,-19.161,-3.994,-30.333,13.175,26.482,37.824,41.667
2017/4/25,3123.89,3145.27,3117.45,3134.57,153418304,1.74E+11,739,430,3156.008,3199.478,3229.252,3236.173,3222.02,3192.68,153418304,181713904,200120528,213407248,17.109,25.155,1.016,-23.302,-7.856,-30.894,17.457,28.323,38.643,41.667
2017/4/26,3132.92,3152.95,3131.42,3140.85,169878112,1.97E+11,735,452,3150.04,3186.18,3222.947,3232.967,3222.088,3192.985,169878112,173041920,190170160,211808528,17.376,22.562,7.003,-25.781,-11.441,-28.68,23.126,30.682,39.676,50
2017/4/27,3131.35,3155,3097.33,3152.19,211793072,2.36E+11,753,442,3146.058,3173.803,3217.908,3230.062,3222.249,3193.416,211793072,177225728,190614784,214312672,25.373,23.499,29.12,-26.524,-14.458,-24.134,33.084,34.902,41.53,50
2017/4/28,3144.02,3154.73,3136.58,3154.66,162889904,1.83E+11,749,417,3142.36,3164.662,3213.576,3227.159,3222.334,3193.684,162889904,176851360,185452912,211651888,31.877,26.292,43.049,-26.608,-16.888,-19.44,35.276,35.83,41.936,58.333
2017/5/2,3147.23,3154.78,3136.54,3143.71,154222960,1.76E+11,503,675,3145.196,3156.816,3210.25,3222.985,3222.076,3194.026,154222960,170440464,179601504,207006272,38.036,30.206,53.695,-27.243,-18.959,-16.569,30.042,33.519,40.632,50
2017/5/3,3138.31,3148.29,3123.75,3135.35,163763920,1.90E+11,588,603,3145.352,3150.68,3205.892,3219.581,3221.996,3194.079,163763920,172509600,177111744,205372320,40.542,33.652,54.323,-28.097,-20.786,-14.622,26.447,31.81,39.649,50
2017/5/4,3127.11,3143.82,3111.39,3127.37,177967488,2.00E+11,368,803,3142.656,3146.348,3198.745,3215.467,3221.502,3194.096,177967488,174127472,173584688,201854688,39.026,35.443,46.192,-29.083,-22.446,-13.275,23.259,30.206,38.717,50
2017/5/5,3114.77,3117.61,3092.09,3103.04,176213648,2.00E+11,228,978,3132.826,3139.442,3189.846,3210.181,3220.668,3193.844,176213648,167011584,172118656,198400960,31.075,33.987,25.252,-31.465,-24.25,-14.431,16.14,25.867,36.022,50
2017/5/8,3090.07,3093.45,3067.69,3078.61,180526912,1.98E+11,225,995,3117.616,3129.988,3179.446,3204.627,3219.196,3193.267,180526912,170538992,173695168,195621856,24.886,30.954,12.751,-34.921,-26.384,-17.075,11.791,22.351,33.574,50
2017/5/9,3064.85,3084.21,3056.56,3080.53,135066672,1.53E+11,855,353,3104.98,3125.088,3170.003,3199.027,3217.485,3192.868,135066672,166707728,168574096,190740464,24.707,28.871,16.379,-37.078,-28.523,-17.11,13.977,23.246,33.942,50
2017/5/10,3078.17,3090.82,3051.59,3052.79,160794448,1.82E+11,155,1064,3088.468,3116.91,3158.194,3191.805,3215.086,3191.881,160794448,166113840,169311712,184716128,16.858,24.867,0.841,-40.558,-30.93,-19.257,9.777,19.673,31.324,41.667
2017/5/11,3036.79,3063.56,3016.53,3061.5,191341904,1.98E+11,504,726,3075.294,3108.975,3147.578,3184.956,3212.497,3190.759,191341904,168788720,171458096,180814128,22.082,23.939,18.368,-42.128,-33.169,-17.917,18.954,23.69,33.017,50
2017/5/12,3054.11,3090.49,3051.87,3083.51,159684096,1.75E+11,554,638,3071.388,3102.107,3137.955,3179.308,3210.257,3189.702,159684096,165482800,166247200,178430992,30.871,26.249,40.113,-41.121,-34.76,-12.723,38.058,32.935,37.104,50
2017/5/15,3085.93,3098.91,3085.93,3090.23,135660736,1.58E+11,640,543,3073.712,3095.664,3130.163,3174.272,3208.211,3188.729,135660736,156509568,163524272,174488592,39.225,30.575,56.527,-39.328,-35.673,-7.31,42.983,35.536,38.304,50
2017/5/16,3082.87,3113.51,3060.53,3112.96,173775568,1.93E+11,1142,89,3080.198,3092.589,3124.703,3171.029,3206.267,3187.962,173775568,164251344,165479536,172540512,51.402,37.517,79.172,-35.662,-35.671,0.018,56.893,43.607,42.195,50
2017/5/17,3107.8,3119.58,3101.3,3104.44,168674160,1.95E+11,698,488,3090.528,3089.498,3120.089,3167.094,3204.639,3187.095,168674160,165827296,165970560,171541152,62.704,45.913,96.287,-33.063,-35.15,4.173,51.267,41.484,41.179,41.667
2017/5/18,3082.33,3103.44,3077.96,3090.14,148620032,1.68E+11,311,910,3096.256,3085.775,3116.062,3161.088,3202.142,3186.239,148620032,157282912,163035824,168310256,65.613,52.48,91.88,-31.791,-34.478,5.374,42.752,38.087,39.513,41.667
2017/5/19,3086.71,3095.48,3081.28,3090.63,129635232,1.50E+11,541,664,3097.68,3084.534,3111.988,3154.742,3199.43,3185.176,129635232,151273152,158377984,165248320,67.711,57.557,88.02,-30.393,-33.661,6.536,43.141,38.276,39.6,50
