data,open,high,low,close,vol,amount,up,down,MA1,MA2,MA3,MA4,MA5,MA6,,MA1,MA2,MA3,K,D,J,DIFF,DEA,MACD,RSI1,RSI2,RSI3,
2016/2/22,2888.6,2933.96,2880.35,2927.18,232176048,2.39E+11,1008,30,2870.8,2813.353,2821.049,2906.452,3224.007,3266.767,232176048,205528576,177495056,182099824,86.61,75.123,109.585,-76.103,-117.088,81.972,71.831,52.987,44.905,50
2016/2/23,2925.71,2928.05,2872.28,2903.33,199740656,2.12E+11,293,730,2884.152,2828.729,2815.828,2893.639,3212.224,3260.425,199740656,206284384,181661296,181822864,87.02,79.089,102.882,-65.46,-106.763,82.606,64.164,50.709,44.034,41.667
2016/2/24,2889.88,2929.87,2872.27,2928.9,213410384,2.28E+11,685,331,2896.464,2847.694,2813.438,2879.208,3200.771,3255.602,213410384,205584480,188162608,181668112,90.677,82.951,106.128,-54.336,-96.277,83.883,68.491,53.069,45.223,50
2016/2/25,2922.24,2922.24,2729.85,2741.25,270284416,2.72E+11,18,1021,2872.136,2843.717,2806.477,2866.416,3185.659,3251.696,270284416,215800576,198152848,185598544,68.281,78.061,48.72,-59.971,-89.016,58.091,33.194,38.365,38.895,41.667
2016/2/26,2760.06,2784.75,2715.87,2767.21,191110464,1.90E+11,634,387,2853.574,2844.089,2799.01,2852.443,3171.187,3250.048,191110464,221344400,203145280,187163536,53.367,69.83,20.442,-61.631,-83.539,43.816,38.459,40.839,40.105,50
2016/2/29,2754.81,2755.89,2638.96,2687.98,207410704,1.95E+11,55,981,2805.734,2838.267,2786.483,2841.485,3158.715,3248.054,207410704,216391328,210959952,189882112,41.117,60.259,2.834,-68.55,-80.541,23.982,29.845,36.024,37.726,41.667
2016/3/1,2688.38,2747.56,2668.76,2733.17,187207440,1.82E+11,954,76,2771.702,2827.927,2785.652,2831.829,3146.845,3245.134,187207440,213884688,210084528,188700688,38.057,52.858,8.454,-69.584,-78.35,17.531,39.17,40.396,39.85,50
2016/3/2,2733.77,2852.7,2732.54,2849.68,270961792,2.59E+11,1034,3,2755.858,2826.161,2791.358,2828.498,3136.734,3241.945,270961792,225394960,215489712,191462672,49.181,51.633,44.279,-60.308,-74.741,28.867,56.897,50.005,44.904,58.333
2016/3/3,2847.33,2878.45,2840.87,2859.76,287478208,2.80E+11,541,455,2779.56,2825.848,2801.563,2823.569,3125.448,3239.059,287478208,228833728,222317152,197280576,57.737,53.667,65.875,-51.548,-70.103,37.109,58.163,50.755,45.319,58.333
2016/3/4,2848.54,2880.37,2808.85,2874.15,312495168,2.95E+11,213,820,2800.948,2827.261,2808.39,2822.675,3113.604,3236.622,312495168,253110656,237227520,203571680,65.44,57.591,81.137,-42.95,-64.672,43.444,60.166,51.878,45.925,58.333
2016/3/7,2886.64,2911.84,2871.35,2897.34,217466832,2.09E+11,962,75,2842.82,2824.277,2818.815,2822.125,3103.143,3234.432,217466832,255121888,235756608,206625824,73.233,62.805,94.087,-33.874,-58.513,49.277,63.543,53.733,46.915,66.667
2016/3/8,2895.67,2902.62,2802.56,2901.39,233482656,2.21E+11,499,516,2876.464,2824.083,2826.406,2818.58,3092.551,3232.94,233482656,264376928,239130800,210396048,79.702,68.437,102.23,-26.055,-52.021,51.933,64.18,54.07,47.092,75
2016/3/9,2839.41,2863.01,2811.72,2862.56,183355376,1.77E+11,103,938,2879.04,2817.449,2832.572,2814.775,3082.426,3230.374,183355376,246855648,236125312,212143968,80.448,72.441,96.462,-22.729,-46.163,46.868,53.446,50.239,45.575,66.667
2016/3/10,2847.57,2863.18,2803.48,2804.73,138979456,1.42E+11,109,933,2868.034,2823.797,2833.757,2812.25,3071.297,3226.721,138979456,217155904,222994816,210573824,73.881,72.921,75.802,-24.477,-41.825,34.697,41.147,45.052,43.404,66.667
2016/3/11,2781.6,2815.61,2772.55,2810.31,127247552,1.28E+11,479,524,2855.266,2828.107,2836.098,2808.709,3060.544,3223.491,127247552,180106368,216608512,209876896,68.665,71.502,62.99,-25.123,-38.485,26.724,42.675,45.643,43.674,66.667
2016/3/14,2830.08,2889.82,2823.03,2859.5,194816032,2.03E+11,1027,20,2847.698,2845.259,2841.763,2806.075,3050.959,3220.652,194816032,175576208,215349056,213154496,69.379,70.795,66.549,-21.418,-35.072,27.306,55.023,50.736,46.044,75
2016/3/15,2853.98,2865.79,2819.79,2864.37,163386672,1.70E+11,324,699,2840.294,2858.379,2843.153,2809.894,3040.021,3218.565,163386672,161557024,212966976,211525760,68.226,69.939,64.802,-17.884,-31.634,27.501,56.145,51.23,46.277,75
2016/3/16,2858.71,2881.53,2854.19,2870.43,186492528,1.90E+11,250,788,2841.868,2860.454,2843.307,2814.39,3029.355,3217.442,186492528,162184448,204520048,210004880,68.908,69.595,67.533,-14.427,-28.193,27.531,57.72,51.884,46.578,83.333
2016/3/17,2875.41,2921,2857.19,2904.83,200290208,2.14E+11,1018,29,2861.888,2864.961,2845.405,2822.696,3019.166,3215.38,200290208,174446592,195801248,209059200,75.641,71.61,83.702,-8.81,-24.316,31.012,66.032,55.575,48.289,83.333
2016/3/18,2915.52,2971.55,2908.74,2955.15,313332736,3.28E+11,1010,33,2890.856,2873.061,2850.161,2829.947,3008.752,3214.289,313332736,211663632,195885008,216556272,81.014,74.745,93.551,-0.295,-19.512,38.434,74.747,60.42,50.7,83.333
2016/3/21,2978.46,3028.32,2973.76,3018.8,352400448,3.81E+11,1026,13,2922.716,2885.207,2854.742,2840.946,2999.416,3213.63,352400448,243180512,209378368,222567488,86.102,78.53,101.244,11.458,-13.318,49.551,81.824,65.598,53.558,83.333
2016/3/22,3001.63,3019.1,2988.43,2999.36,270377312,3.11E+11,308,728,2949.714,2895.004,2859.543,2849.272,2988.698,3212.32,270377312,264578640,213067840,226099312,86.96,81.34,98.2,18.984,-6.858,51.683,74.202,62.858,52.587,75
2016/3/23,2991.17,3012.56,2980.86,3009.96,216977456,2.56E+11,696,313,2977.62,2909.744,2863.596,2858.296,2978.001,3210.856,216977456,270675648,216430048,226277680,88.914,83.865,99.012,25.51,-0.384,51.788,75.684,63.759,53.071,75
2016/3/24,2986.8,2998.15,2960.54,2960.97,237006400,2.75E+11,172,862,2988.848,2925.368,2874.583,2864.294,2966.749,3209.565,237006400,278018880,226232736,224613776,81.844,83.191,79.148,26.424,4.977,42.893,57.397,56.815,50.579,66.667
2016/3/25,2956.2,2981.41,2952.11,2979.43,175074336,2.01E+11,790,229,2993.704,2942.28,2885.194,2871.492,2956.198,3208.205,175074336,250367184,231015408,223811968,80.081,82.154,75.933,28.312,9.644,37.335,61.593,58.665,51.475,75
2016/3/28,2988.01,3008.17,2948.53,2957.82,202021248,2.32E+11,307,706,2981.508,2952.112,2898.686,2878.546,2945.03,3207.084,202021248,220291344,231735936,223542496,73.225,79.178,61.319,27.744,13.264,28.959,54.107,55.622,50.36,75
2016/3/29,2956.71,2962.2,2905.25,2919.83,182965344,2.02E+11,174,854,2965.602,2957.658,2908.019,2881.321,2934.797,3205.576,182965344,202808960,233693808,223330384,61.018,73.124,36.804,23.952,15.402,17.101,43.064,50.588,48.435,66.667
2016/3/30,2941.22,3001.11,2941.22,3000.64,210371456,2.34E+11,1029,6,2963.738,2970.679,2915.566,2885.765,2925.412,3205.264,210371456,201487760,236081696,220300864,66.515,70.921,57.702,27.155,17.753,18.806,62.565,59.164,52.468,66.667
2016/3/31,3009.37,3023.41,2992.92,3003.92,220413440,2.52E+11,516,492,2972.328,2980.588,2922.774,2890.466,2915.929,3204.856,220413440,198169168,238094016,216947632,71.068,70.97,71.263,29.617,20.125,18.983,63.18,59.475,52.625,66.667
2016/4/1,2997.09,3009.67,2956.25,3009.53,206545872,2.18E+11,387,613,2978.348,2986.026,2929.543,2895.449,2907.102,3203.741,206545872,204463472,227415328,211650176,76.796,72.912,84.565,31.656,22.431,18.448,64.379,60.044,52.902,66.667
2016/4/5,3000.94,3057.33,2993.15,3053.07,256730336,2.77E+11,989,30,2997.398,2989.453,2937.33,2899.646,2903.049,3202.657,256730336,215405296,217848320,213613344,83.597,76.474,97.844,36.365,25.218,22.294,72.672,64.286,55.035,66.667
2016/4/6,3039.74,3059.79,3029,3050.59,232262048,2.55E+11,495,497,3023.55,2994.576,2944.79,2904.554,2899.097,3200.682,232262048,225264624,214036800,213552320,87.08,80.009,101.222,39.443,28.063,22.76,71.534,63.865,54.887,58.333
2016/4/7,3058.34,3062.36,3007.06,3008.42,220919504,2.44E+11,153,865,3025.106,2994.422,2952.083,2907.205,2893.206,3198.308,220919504,227374240,214430992,215430512,79.943,79.987,79.854,38.041,30.059,15.964,54.209,56.942,52.392,50
2016/4/8,2988.2,2996.17,2960.46,2984.96,187904640,2.07E+11,264,750,3021.314,2996.821,2961.094,2915.329,2890.872,3195.996,187904640,220872480,209520816,217876784,70.207,76.727,57.166,34.637,30.975,7.326,46.664,53.427,51.045,50
2016/4/11,3006.91,3048.98,3006.91,3033.96,220018320,2.52E+11,978,45,3026.2,3002.274,2972.277,2924.22,2888.332,3193.462,220018320,223566976,214015216,222515312,74.112,75.855,70.626,35.485,31.877,7.217,60.458,59.17,53.643,50
2016/4/12,3031.3,3036.82,3001.32,3023.65,182718672,2.07E+11,322,689,3020.316,3008.857,2980.484,2935.409,2888.447,3190.397,182718672,208764640,212084960,221910448,72.09,74.6,67.069,34.922,32.486,4.873,56.752,57.541,53.025,50
2016/4/13,3041.36,3097.16,3041.36,3066.64,310003232,3.31E+11,903,122,3023.526,3023.538,2990.598,2946.525,2889.177,3187.73,310003232,224312880,224788752,229241280,74.174,74.458,73.605,37.513,33.491,8.043,66.903,62.265,55.267,50
2016/4/14,3080.09,3086.7,3056.99,3082.36,208237824,2.35E+11,826,185,3038.314,3031.71,3001.195,2954.281,2891.39,3184.872,208237824,221776544,224575392,230328544,79.281,76.066,85.712,40.369,34.867,11.005,69.994,63.869,56.067,58.333
2016/4/15,3085.03,3089.95,3066.87,3078.12,189613056,2.24E+11,430,580,3056.946,3039.13,3009.859,2961.56,2892.564,3182.851,189613056,222118224,221495344,229794688,81.545,77.892,88.85,41.809,36.255,11.107,67.94,63.08,55.786,58.333
2016/4/18,3058.46,3058.46,3022.97,3033.66,183304512,2.09E+11,174,858,3056.886,3041.543,3013.784,2966.877,2894.776,3180.059,183304512,214775456,219171216,223293280,72.213,75.999,64.64,38.913,36.787,4.253,49.623,55.271,52.888,50
2016/4/19,3047.13,3054.5,3024.9,3042.82,156533200,1.81E+11,646,350,3060.72,3040.518,3014.986,2971.726,2896.925,3176.979,156533200,209538368,209151504,213499904,68.225,73.408,57.859,36.932,36.816,0.233,52.771,56.482,53.408,50
2016/4/20,3050.38,3055.69,2905.05,2972.58,283144224,3.11E+11,74,962,3041.908,3032.717,3013.646,2974.099,2896.339,3173.17,283144224,204166560,214239712,214138256,57.2,68.005,35.591,29.356,35.324,-11.936,33.505,46.054,49.071,41.667
2016/4/21,2954.37,2990.67,2943.46,2952.89,189406848,2.06E+11,257,774,3016.014,3027.164,3010.793,2977.11,2895.943,3169.158,189406848,200400368,211088448,212759728,46.434,60.815,17.673,21.515,32.562,-22.095,29.84,43.592,47.933,33.333
2016/4/22,2933.03,2960.21,2926.78,2959.24,137211664,1.49E+11,738,262,2992.238,3024.592,3010.707,2982.26,2897.255,3165.692,137211664,189920096,206019152,207769984,40.359,53.996,13.084,15.633,29.176,-27.087,32.689,44.633,48.336,41.667
2016/4/25,2949.97,2954.09,2917.02,2946.67,125856240,1.41E+11,349,670,2974.84,3015.863,3009.069,2986.806,2897.757,3162.02,125856240,178430432,196602944,205309088,34.127,47.373,7.636,9.844,25.31,-30.932,29.813,42.923,47.575,41.667
2016/4/26,2944.72,2965.43,2933.97,2964.7,117711600,1.34E+11,850,159,2959.216,3009.968,3009.413,2990.312,2898.194,3158.537,117711600,170666112,190102240,201093600,33.505,42.751,15.014,6.634,21.575,-29.881,39.044,46.152,48.782,50
2016/4/27,2967.19,2976.02,2949.43,2953.67,130867640,1.50E+11,368,647,2955.434,2998.671,3011.104,2993.289,2901.592,3155.442,130867640,140210800,172188688,198488720,31.102,38.868,15.57,3.164,17.892,-29.457,35.606,44.473,48.075,41.667
2016/4/28,2955.74,2959.51,2916.37,2945.59,138663280,1.55E+11,311,708,2953.974,2984.994,3008.352,2995.794,2905.092,3152.35,138663280,130062088,165231232,194903312,29.543,35.76,17.111,-0.236,14.267,-29.005,33.048,43.216,47.549,41.667
2016/4/29,2935.38,2950.58,2930.36,2938.32,109310624,1.29E+11,412,579,2949.79,2971.014,3005.072,2996.911,2909.803,3148.005,109310624,124481880,157200976,189348160,27.057,32.859,15.455,-3.476,10.718,-28.389,30.669,42.05,47.065,33.333
2016/5/3,2940.39,2993.53,2929.81,2992.64,168703648,1.96E+11,1021,23,2958.984,2966.912,3004.228,2998.16,2914.054,3143.587,168703648,133051360,155740896,187456048,37.42,34.379,43.502,-1.642,8.246,-19.777,57.864,52.499,50.957,33.333
2016/5/4,2983.03,3004.42,2978.33,2991.27,165407104,1.89E+11,440,567,2964.298,2961.757,3001.137,2997.243,2919.094,3138.598,165407104,142590464,156628288,182889888,53.302,40.687,78.532,-0.296,6.538,-13.667,57.185,52.24,50.859,33.333
2016/5/5,2987.02,2999.12,2977.2,2997.84,144831376,1.63E+11,605,370,2973.132,2964.283,2998.5,2997.192,2923.232,3133.189,144831376,145383200,142797008,178518368,66.377,49.25,100.63,1.286,5.487,-8.402,59.893,53.442,51.329,41.667
2016/5/6,2998.4,3003.59,2913.04,2913.25,206796496,2.34E+11,46,1002,2966.664,2960.319,2993.741,2993.968,2926.132,3127.129,206796496,159009856,144535968,177812208,44.328,47.609,37.765,-4.237,3.543,-15.559,30.293,39.481,45.48,33.333
2016/5/9,2896.16,2896.16,2821.83,2832.11,180378336,1.89E+11,72,978,2945.422,2947.606,2986.099,2989.673,2926.983,3120.311,180378336,173223392,148852640,177435888,31.429,42.216,9.854,-14.988,-0.164,-29.649,19.308,31.006,40.824,33.333
2016/5/10,2822.33,2845.24,2820.16,2832.59,120829312,1.29E+11,517,483,2913.412,2936.198,2976.031,2984.778,2928.135,3113.642,120829312,163648528,148349936,172476448,23.201,35.878,-2.152,-23.203,-4.771,-36.863,19.516,31.101,40.861,41.667
2016/5/11,2843.54,2857.25,2818.7,2837.04,135795472,1.46E+11,336,678,2882.566,2923.432,2966.7,2980.752,2929.649,3107.443,135795472,157726192,150158336,170130288,18.759,30.171,-4.066,-29.019,-9.621,-38.796,21.751,32.052,41.22,41.667
2016/5/12,2812.11,2839.28,2781.24,2835.86,136337648,1.41E+11,339,684,2850.17,2911.651,2955.161,2977.953,2929.637,3101.017,136337648,156027456,150705328,161447008,20.664,27.002,7.987,-33.34,-14.365,-37.95,21.56,31.924,41.151,41.667
2016/5/13,2828.46,2850.09,2814.11,2827.11,114319712,1.24E+11,357,645,2832.942,2899.803,2942.398,2972.169,2928.967,3094.537,114319712,137532096,148270976,156751104,20.627,24.877,12.127,-37.042,-18.9,-36.284,20.001,30.93,40.624,33.333
2016/5/16,2816.78,2851.23,2804.99,2850.86,114653592,1.27E+11,956,74,2836.692,2891.057,2931.036,2967.067,2928.766,3088.556,114653592,124387144,148805264,153003120,24.149,24.635,23.179,-37.627,-22.646,-29.963,35.25,36.764,42.703,41.667
2016/5/17,2850.93,2860.32,2832.46,2843.68,123369064,1.40E+11,296,717,2838.91,2876.161,2921.537,2961.539,2928.494,3082.112,123369064,124895096,144271808,150006352,25.46,24.91,26.561,-38.229,-25.762,-24.933,32.97,35.768,42.236,41.667
2016/5/18,2828.18,2828.26,2781.42,2807.51,140487824,1.49E+11,78,961,2833.004,2857.785,2909.771,2953.353,2926.5,3075.253,140487824,125833568,141779888,149204080,20.912,23.577,15.581,-41.15,-28.84,-24.621,23.703,31.131,39.942,41.667
2016/5/19,2802.31,2829.4,2801.55,2806.91,111595072,1.24E+11,569,422,2827.214,2838.692,2901.488,2945.231,2924.893,3068.558,111595072,120885056,138456256,140626624,21.387,22.847,18.467,-43.018,-31.676,-22.685,23.571,31.058,39.905,33.333
2016/5/20,2792.89,2825.95,2785.08,2825.48,108700896,1.24E+11,860,162,2826.888,2829.915,2895.117,2939.133,2923.169,3061.97,108700896,119761288,128646696,136591328,32.906,26.2,46.317,-42.51,-33.842,-17.335,36.66,36.107,41.674,41.667
2016/5/23,2826.31,2848.07,2826.26,2843.65,120470456,1.40E+11,948,77,2825.446,2831.069,2889.337,2934.422,2924.875,3055.268,120470456,120924664,122655904,135754272,48.244,33.548,77.636,-40.178,-35.109,-10.137,47.265,40.74,43.376,41.667
2016/5/24,2839.68,2839.7,2807.19,2821.67,111452448,1.21E+11,194,847,2821.044,2829.977,2883.087,2927.346,2925.783,3048.485,111452448,118541336,121718216,135034080,49.204,38.767,70.079,-39.646,-36.017,-7.258,38.024,37.182,41.835,41.667
2016/5/25,2835.03,2843.17,2807.75,2815.09,103527264,1.18E+11,345,646,2822.56,2827.782,2875.607,2920.394,2927.902,3043.308,103527264,111149224,118491400,134324864,47.028,41.52,58.042,-39.302,-36.674,-5.257,35.528,36.151,41.376,41.667
2016/5/26,2813.54,2827.09,2780.76,2822.44,114766800,1.27E+11,571,421,2825.666,2826.44,2869.045,2912.254,2929.389,3038.117,114766800,111783576,116334312,133519824,48.814,43.952,58.54,-37.999,-36.939,-2.12,40.741,38.238,42.117,41.667
2016/5/27,2817.97,2832.8,2809.8,2821.05,109845824,1.24E+11,462,522,2824.78,2825.834,2862.819,2903.544,2928.912,3032.823,109845824,112012560,115886928,132078952,49.423,45.776,56.719,-36.656,-36.882,0.453,40.007,37.982,42.012,33.333
2016/5/30,2814.65,2830.97,2794.66,2822.45,106319592,1.16E+11,319,700,2820.54,2822.993,2857.025,2895.021,2928.291,3026.869,106319592,109182384,115053520,131929400,53.595,48.382,64.02,-35.074,-36.521,2.893,41.286,38.435,42.163,41.667
2016/5/31,2822.59,2917.14,2822.59,2916.62,215260336,2.37E+11,1057,2,2839.53,2830.287,2853.224,2891.12,2928.998,3021.301,215260336,129943960,124242648,134257232,68.936,55.233,96.341,-25.923,-34.401,16.956,78.417,59.921,51.109,50
2016/6/1,2917.15,2929.08,2909.51,2913.51,188386416,2.20E+11,546,441,2859.214,2840.887,2849.336,2886.81,2929.268,3016.205,188386416,146915792,129032512,135406192,75.791,62.086,103.202,-18.706,-31.262,25.112,76.5,59.176,50.838,41.667
2016/6/2,2911.22,2925.67,2906.52,2925.23,159716912,1.85E+11,761,225,2879.772,2852.719,2845.706,2885.231,2929.665,3011.108,159716912,155905824,133844696,136150480,82.996,69.056,110.875,-11.903,-27.39,30.974,78.839,61.159,51.842,50
2016/6/3,2929.79,2945.52,2915.19,2938.68,172021024,2.11E+11,578,428,2903.298,2864.039,2846.977,2884.758,2930.934,3006.68,172021024,168340864,140176704,134411696,87.28,75.131,111.579,-5.365,-22.985,35.24,81.391,63.386,52.991,58.333
2016/6/6,2940.99,2945.94,2922.28,2934.1,141993744,1.72E+11,445,564,2925.628,2873.084,2852.076,2883.92,2933.09,3002.194,141993744,175475680,142329040,132492472,89.131,79.797,107.798,-0.547,-18.498,35.901,77.569,62.064,52.546,58.333
2016/6/7,2936.28,2938.44,2923.5,2936.04,132987864,1.64E+11,440,578,2929.512,2884.521,2857.249,2883.565,2935.186,2997.865,132987864,159021184,144482576,133100400,90.756,83.45,105.368,3.389,-14.12,35.018,78.092,62.426,52.722,58.333
2016/6/8,2932.38,2937.99,2908.37,2927.16,143046064,1.77E+11,305,720,2932.242,2895.728,2861.755,2882.314,2936.313,2993.636,143046064,149953120,148434464,133462928,89.699,85.533,98.031,5.726,-10.151,31.753,69.228,59.587,51.805,50
2016/6/13,2897.27,2911.16,2832.51,2833.07,169255440,1.99E+11,44,1020,2913.81,2896.791,2861.615,2878.294,2935.792,2987.906,169255440,151860832,153883328,135108816,68.263,79.776,45.236,-0.015,-8.124,16.218,28.334,39.055,43.453,50
2016/6/14,2824.23,2843.46,2822.06,2842.19,119755272,1.39E+11,642,367,2894.512,2898.905,2862.369,2874.847,2935.321,2982.338,119755272,141407680,154874272,135380592,50.925,70.159,12.457,-3.784,-7.256,6.943,32.942,41.197,44.36,58.333
2016/6/15,2814.69,2894.26,2811.78,2887.21,166671072,1.97E+11,1057,10,2885.134,2905.381,2864.187,2873.144,2935.027,2977.097,166671072,146343136,160909408,137981472,52.691,64.337,29.401,-3.103,-6.425,6.645,51.436,50.557,48.608,58.333
2016/6/16,2878.4,2887.74,2865.39,2872.82,173882768,2.02E+11,337,716,2872.49,2901.001,2865.644,2869.15,2933.655,2971.204,173882768,154522128,156771664,140507152,50.294,59.656,31.569,-3.682,-5.877,4.39,46.516,47.899,47.401,58.333
2016/6/17,2873.01,2900.3,2872.18,2885.11,171472512,1.95E+11,760,283,2864.08,2898.161,2869.524,2865.611,2931.427,2965.421,171472512,160207408,155080272,142056384,51.749,57.02,41.206,-3.113,-5.324,4.421,51.291,50.332,48.54,58.333
2016/6/20,2887.64,2891.66,2864.02,2888.81,136571056,1.64E+11,470,552,2875.228,2894.519,2873.619,2861.977,2929.584,2959.141,136571056,153670528,152765680,143305184,53.638,55.893,49.129,-2.337,-4.727,4.779,52.814,51.083,48.887,58.333
2016/6/21,2898.38,2919.3,2869.18,2878.56,164359088,1.98E+11,274,758,2882.502,2888.507,2876.273,2860.82,2927.394,2952.698,164359088,162591296,151999488,146088096,53.333,55.04,49.921,-2.52,-4.285,3.531,47.843,48.852,47.951,58.333
2016/6/22,2872.73,2905.98,2869.51,2905.55,130590424,1.56E+11,952,93,2886.17,2885.652,2879.368,2863.268,2926.471,2946.61,130590424,155375168,150859152,146594096,60.321,56.8,67.363,-0.482,-3.525,6.086,59.798,54.553,50.553,58.333
2016/6/23,2902.4,2904.11,2878.66,2891.96,136137376,1.64E+11,289,746,2889.998,2881.244,2882.883,2865.247,2925.013,2940.605,136137376,147826096,151174112,147828336,65.071,59.557,76.1,0.037,-2.812,5.698,52.524,51.406,49.259,50
2016/6/24,2883.76,2899.57,2807.6,2854.29,190842608,2.15E+11,161,895,2883.834,2873.957,2884.843,2865.822,2923.287,2934.158,190842608,151700112,155953760,152194112,57.314,58.809,54.323,-2.562,-2.762,0.4,37.393,43.77,45.864,50
2016/6/27,2840.56,2895.73,2840.28,2895.7,156697472,1.90E+11,1017,35,2885.212,2880.22,2888.506,2867.817,2922.885,2928.841,156697472,155725392,154697968,154290640,64.5,60.706,72.087,-1.266,-2.463,2.394,54.633,52.272,49.83,50
2016/6/28,2885.01,2913.58,2878.82,2912.56,173871040,2.11E+11,792,214,2892.012,2887.257,2893.081,2870.665,2921.417,2923.415,173871040,157627776,160109536,157491904,74.322,65.245,92.476,1.109,-1.749,5.715,60.013,55.275,51.345,58.333
2016/6/29,2918.53,2934,2915.06,2931.59,193215584,2.23E+11,606,419,2897.22,2891.695,2898.538,2873.356,2920.212,2918.071,193215584,170152816,162764000,161836704,82.246,70.912,104.914,4.475,-0.504,9.958,65.546,58.491,53.016,66.667
2016/6/30,2931.48,2938.14,2922.31,2929.61,154464928,1.87E+11,468,545,2904.75,2897.374,2899.188,2876.221,2918.88,2912.991,154464928,173818320,160822208,158796928,85.986,75.937,106.084,6.903,0.977,11.852,64.433,58.018,52.819,58.333
2016/7/1,2931.8,2944.99,2925.81,2932.48,141246224,1.73E+11,437,570,2920.388,2902.111,2900.136,2880.386,2916.87,2909.959,141246224,163899056,157799584,156439920,87.622,79.832,103.203,8.956,2.573,12.766,65.454,58.548,53.082,58.333
2016/7/4,2924.29,2992.5,2922.52,2988.6,222017136,2.53E+11,1027,31,2938.968,2912.09,2903.304,2886.443,2915.837,2907.467,222017136,176962976,166344192,159554928,91.045,83.569,105.996,14.939,5.046,19.785,79.355,67.352,57.883,66.667
2016/7/5,2991.75,3010.28,2990.64,3006.39,235204448,2.70E+11,685,338,2957.734,2924.873,2906.69,2892.473,2915.803,2904.505,235204448,189229664,173428720,162714112,93.39,86.843,106.485,20.875,8.212,25.327,82.096,69.585,59.262,66.667
2016/7/6,2998.52,3017.65,2984.83,3017.29,212370912,2.46E+11,582,440,2974.874,2936.047,2910.85,2898.261,2916.342,2903.607,212370912,193060736,181606768,166232960,95.536,89.741,107.127,26.158,11.801,28.714,83.688,70.915,60.097,66.667
2016/7/7,3009.35,3024.11,2994.64,3016.85,222681664,2.70E+11,484,551,2992.322,2948.536,2914.89,2904.767,2916.056,2902.194,222681664,206704080,190261200,170717648,95.708,91.73,103.664,29.964,15.434,29.06,83.329,70.779,60.045,66.667
2016/7/8,3000.33,3001.55,2983.88,2988.09,168986864,2.10E+11,318,709,3003.444,2961.916,2917.937,2910.534,2915.464,2901.956,168986864,212252208,188075632,172014688,88.875,90.778,85.068,30.31,18.409,23.802,62.352,62.248,56.708,58.333
2016/7/11,2993.75,3022.94,2990.91,2994.92,224338224,2.72E+11,426,592,3004.708,2971.838,2926.029,2916.283,2914.269,2901.723,224338224,212716416,194839696,174768832,83.661,88.406,74.17,30.78,20.883,19.794,64.872,63.391,57.296,66.667
2016/7/12,2992.52,3049.68,2984.42,3049.38,259486288,2.89E+11,863,189,3013.306,2985.52,2936.388,2923.894,2913.719,2902.554,259486288,217572784,203401232,181755392,89.028,88.613,89.859,35.143,23.735,22.815,78.587,71.023,61.633,75
2016/7/13,3049.51,3069.05,3048.2,3060.69,253659392,2.79E+11,703,328,3021.986,2998.43,2945.063,2931.835,2913.428,2902.996,253659392,225830480,209445600,186104800,90.784,89.337,93.678,39.062,26.801,24.523,80.486,72.33,62.459,75
2016/7/14,3054.97,3057.05,3036.52,3054.02,180194800,2.09E+11,440,583,3029.42,3010.871,2954.123,2936.415,2913.768,2904.272,180194800,217333120,212018592,186420400,90.437,89.703,91.904,41.156,29.672,22.968,75.733,70.291,61.642,66.667
2016/7/15,3056.68,3062.68,3044.54,3054.3,172866400,2.03E+11,407,625,3042.662,3023.053,2962.582,2941.108,2913.959,2905.442,172866400,218109024,215180608,186490096,87.852,89.086,85.383,42.349,32.207,20.284,75.805,70.329,61.664,66.667
2016/7/18,3047.64,3058.32,3031.64,3043.56,177496560,2.07E+11,329,723,3052.39,3028.549,2970.32,2945.053,2915.142,2905.741,177496560,208740688,210728560,188536368,81.925,86.699,72.377,41.945,34.155,15.58,66.701,66.728,60.283,66.667
2016/7/19,3040.23,3043.6,3014.29,3036.6,155361472,1.87E+11,599,425,3049.834,3031.57,2978.221,2948.317,2916.537,2906.24,155361472,187915728,202744256,188086496,75.25,82.883,59.984,40.595,35.443,10.305,61.003,64.397,59.383,58.333
2016/7/20,3034.71,3043,3022.63,3027.9,138242816,1.71E+11,411,613,3043.276,3032.631,2984.339,2951.443,2917.681,2907.469,138242816,164832416,195331456,188469104,67.395,77.72,46.744,38.381,36.03,4.701,54.074,61.469,58.249,50
2016/7/21,3027.6,3053.33,3027.37,3039.01,163767376,2.00E+11,601,412,3040.274,3034.847,2991.691,2954.876,2919.22,2908.489,163767376,161546928,189440016,189850608,66.431,73.957,51.38,37.095,36.243,1.703,60.882,63.764,59.285,50
2016/7/22,3038.12,3039.27,3007.46,3012.82,162010176,1.98E+11,197,852,3031.978,3037.32,2999.618,2957.731,2920.022,2909.108,162010176,159375680,188742352,188408992,55.474,67.796,30.829,33.575,35.71,-4.269,42.894,55.293,55.875,41.667
2016/7/25,3008.09,3027.12,3003.29,3015.83,144206576,1.75E+11,586,434,3026.432,3039.411,3005.625,2963.823,2921.059,2911.325,144206576,152717680,180729184,187784448,43.339,59.644,10.729,30.675,34.703,-8.055,45.13,56.025,56.177,50
