,ret_real,ret_ratio_real,ret_ratio_real_weight_old,ret_real_weight_old,ret_ratio_weight_alloc,ret_weight_alloc,cum_ret_real,cum_ret_real_weight_old,cum_ret_weight_alloc
2019-01-26,70.23720000000003,0.31241999033879186,0.31510088774653233,70.83991024015705,0.6434830119158154,144.6656628966731,6704.532730000003,7085.375132663988,9430.102966087617
2019-01-27,102.81139999999999,0.40063767587329724,0.36822298600798026,94.49316173557628,0.3324096146574722,85.30275586763172,6807.344130000002,7179.868294399564,9515.405721955249
2019-01-28,118.4068,0.4959332874007092,0.4914974356360676,117.34771599400715,0.7794315830982309,186.0935773384097,6925.750930000002,7297.216010393571,9701.499299293659
2019-01-29,20.807900000000018,0.08020359352987327,0.08490432009492772,22.027449448947905,0.0642745386036675,16.67528988352759,6946.558830000002,7319.243459842519,9718.174589177186
2019-01-30,7.773599999999988,0.026478859422517154,0.06234009820472179,18.30165641470653,0.07330535680102346,21.520810716788144,6954.332430000002,7337.545116257225,9739.695399893973
2019-01-31,-12.302500000000009,-0.05110091792658833,-0.04228304759430356,-10.179605653585748,0.11504295253909518,27.696487285129876,6942.029930000002,7327.365510603639,9767.391887179103
2019-02-01,43.083800000000025,0.2801016026405767,0.29666965597780826,45.632213467260975,0.30459968887300304,46.851970684032075,6985.113730000003,7372.9977240709,9814.243857863135
2019-02-02,24.51509999999996,0.15151296028479222,0.1531774748133988,24.784421779757555,0.16510443011051662,26.714227000741815,7009.628830000002,7397.782145850658,9840.958084863878
2019-02-03,27.9889,0.15832536207248626,0.14614396449855593,25.835461573622766,0.37317780142512785,65.97070759595539,7037.617730000003,7423.61760742428,9906.928792459834
2019-02-04,15.000700000000023,0.08651227061620981,0.08183567614990825,14.189807046769577,0.19328482533522912,33.51440967569418,7052.618430000002,7437.80741447105,9940.443202135528
2019-02-05,32.315200000000004,0.19741598341752664,0.18818315002328428,30.803869192146426,0.16651574450874004,27.257112082805715,7084.933630000002,7468.611283663196,9967.700314218333
2019-02-06,15.777199999999993,0.10086311443602214,0.095285603787192,14.904755187039768,0.19633840128655541,30.71162577220544,7100.710830000002,7483.516038850236,9998.411939990538
2019-02-07,53.281000000000006,0.2788410311481777,0.25079005902356555,47.92101463623471,0.4520992440740802,86.38721397752406,7153.991830000002,7531.437053486471,10084.799153968062
2019-02-08,-29.370869999999982,-0.19694149596003607,-0.17381731365237035,-25.92224507154625,-0.03852890889094262,-5.746008827450727,7124.620960000002,7505.514808414925,10079.053145140611
2019-02-09,42.37100000000001,0.2776376262510436,0.29629458618439436,45.2182871635245,0.7536395842888343,115.01489642123813,7166.991960000002,7550.733095578449,10194.06804156185
2019-02-10,48.25879999999998,0.252608326964751,0.25845330349550355,49.37543600638799,0.3473857204590095,66.3652628079301,7215.250760000002,7600.108531584837,10260.43330436978
2019-02-11,58.85509999999999,0.35260268326261923,0.34887098092967733,58.23221842705421,0.35310310358108776,58.93862825796156,7274.1058600000015,7658.340750011891,10319.371932627742
2019-02-12,50.733900000000006,0.32547518418439236,0.31572591109106707,49.2142184075956,0.402938013872277,62.80852702556059,7324.839760000002,7707.554968419487,10382.180459653304
2019-02-13,108.15870000000004,0.5692539189308679,0.5905434046940368,112.20371932659074,0.4359031890723953,82.82195464630637,7432.998460000002,7819.758687746077,10465.00241429961
2019-02-14,124.3854,1.0305386770771023,0.9900243445009067,119.49534436665273,1.8954714362170402,228.78226506853503,7557.383860000002,7939.25403211273,10693.784679368146
2019-02-15,48.9374,0.4691899188797135,0.4610012636018118,48.083307696069824,0.7557081759872704,78.82179860100669,7606.3212600000015,7987.3373398088,10772.606477969151
2019-02-16,82.83279999999999,0.5033201112212953,0.513200160851316,84.45878743175146,1.0655852236858157,175.366343900601,7689.154060000002,8071.796127240551,10947.972821869753
2019-02-17,51.05869999999999,0.29012042633901425,0.29332861421457185,51.6233134756824,0.6374213149731156,112.18066961195957,7740.212760000001,8123.419440716233,11060.153491481713
2019-02-18,29.99569999999997,0.1559276059498027,0.1596483855847015,30.711464145897683,0.22338470583733816,42.972381831105245,7770.208460000002,8154.130904862131,11103.125873312818
2019-02-19,51.47410000000002,0.36054090135750694,0.3669755968092032,52.39277567841281,0.5146615590017377,73.47776758327498,7821.682560000002,8206.523680540544,11176.603640896094
2019-02-20,52.468999999999994,0.3442134045696561,0.38319422244701606,58.410908438354575,0.7228689512798137,110.18807083390405,7874.151560000002,8264.934588978898,11286.791711729998
2019-02-21,106.96780000000001,0.7453464535216725,0.7083050679182414,101.65183517823209,0.7931486576395878,113.82809508221933,7981.119360000002,8366.58642415713,11400.619806812218
2019-02-22,28.875099999999975,0.18234145189391304,0.1793111804027694,28.395234388395476,0.0,0.0,8009.994460000003,8394.981658545526,11400.619806812218
2019-02-23,-33.84439999999999,-0.24763373702725955,-0.2593361032449747,-35.443776433814584,-0.17439785434858998,-23.83516403124701,7976.150060000003,8359.537882111712,11376.78464278097
2019-02-24,-9.665999999999997,-0.06642792199357983,-0.05951638433715632,-8.660294552922387,0.03900084788657964,5.675056276908879,7966.4840600000025,8350.877587558789,11382.45969905788
2019-02-25,1.7759000000000071,0.012613185924994275,0.012693001582347138,1.7871378130898883,0.02797638487911295,3.9389938594629537,7968.259960000002,8352.664725371878,11386.398692917342
2019-02-26,46.21460000000002,0.3597866874270146,0.36175344490771655,46.467229998396185,0.8636553574098342,110.9365306592932,8014.474560000002,8399.131955370274,11497.335223576636
2019-02-27,28.16379999999998,0.20408092281984946,0.2087984296317786,28.81483056431731,0.6377516759909085,88.01170831694097,8042.638360000003,8427.946785934591,11585.346931893577
2019-02-28,0.0,0.0,0.0,0.0,0.0,0.0,8042.638360000003,8427.946785934591,11585.346931893577
