,adjust_date,adpage_id,campaign_id,clicks,cost,cpc,feed,id,id_linkpair,impression,report_date,revenue,rpc,rpi,trigger_words,utime,weight_new,weight_new5,weight_old,return,return_ratio,weight_alloc
0,0000-00-00,1594674,351062694,9,10.375,0.266026,topmyths,15695142,108027,39,2018-12-05,7.48886,0.832096,0.192022,eczema treatments,2018-12-28 13:59:44,-1.0,-1.0,10.0,-2.88614,-0.2781821686746988,
1,0000-00-00,1594675,351062694,12,14.8974,0.266026,topmyths,15695143,108027,56,2018-12-05,13.9131,1.15943,0.248448,methotrexate eczema treatment,2018-12-28 13:59:44,-1.0,-1.0,10.0,-0.9842999999999993,-0.06607193201498243,
2,0000-00-00,1598859,351062694,0,0.0,0.0,,16041758,108027,0,2018-12-05,0.0,0.0,0.0,,2018-12-07 21:20:53,-1.0,-1.0,-1.0,0.0,,
3,0000-00-00,1599302,351062694,0,0.0,0.0,,16370544,108027,0,2018-12-05,0.0,0.0,0.0,,2018-12-08 21:20:25,-1.0,-1.0,-1.0,0.0,,
4,0000-00-00,1600374,351062694,0,0.0,0.0,,16371584,108027,0,2018-12-05,0.0,0.0,0.0,,2018-12-08 21:20:25,-1.0,-1.0,-1.0,0.0,,
5,0000-00-00,1604180,351062694,0,0.0,0.0,,20979260,108027,0,2018-12-05,0.0,0.0,0.0,,2018-12-28 13:59:42,-1.0,-1.0,-1.0,0.0,,
6,0000-00-00,1604181,351062694,0,0.0,0.0,,20979261,108027,0,2018-12-05,0.0,0.0,0.0,,2018-12-28 13:59:42,-1.0,-1.0,-1.0,0.0,,
7,0000-00-00,1604185,351062694,0,0.0,0.0,,20979264,108027,0,2018-12-05,0.0,0.0,0.0,,2018-12-28 13:59:42,-1.0,-1.0,-1.0,0.0,,
8,0000-00-00,1604186,351062694,0,0.0,0.0,,20979265,108027,0,2018-12-05,0.0,0.0,0.0,,2018-12-28 13:59:42,-1.0,-1.0,-1.0,0.0,,
9,0000-00-00,1606003,351062694,0,0.0,0.0,,20980649,108027,0,2018-12-05,0.0,0.0,0.0,,2018-12-28 13:59:42,-1.0,-1.0,-1.0,0.0,,
10,0000-00-00,1609036,351062694,0,0.0,0.0,,20982999,108027,0,2018-12-05,0.0,0.0,0.0,,2018-12-28 13:59:42,-1.0,-1.0,-1.0,0.0,,
11,0000-00-00,1616283,351062694,0,0.0,0.0,,20988409,108027,0,2018-12-05,0.0,0.0,0.0,,2018-12-28 13:59:42,-1.0,-1.0,-1.0,0.0,,
12,0000-00-00,1616284,351062694,0,0.0,0.0,,20988410,108027,0,2018-12-05,0.0,0.0,0.0,,2018-12-28 13:59:42,-1.0,-1.0,-1.0,0.0,,
13,0000-00-00,1616285,351062694,0,0.0,0.0,,20988411,108027,0,2018-12-05,0.0,0.0,0.0,,2018-12-28 13:59:42,-1.0,-1.0,-1.0,0.0,,
14,0000-00-00,1616286,351062694,0,0.0,0.0,,20988412,108027,0,2018-12-05,0.0,0.0,0.0,,2018-12-28 13:59:42,-1.0,-1.0,-1.0,0.0,,
15,0000-00-00,1625366,351062694,0,0.0,0.0,,20996081,108027,0,2018-12-05,0.0,0.0,0.0,,2018-12-28 13:59:42,-1.0,-1.0,-1.0,0.0,,
16,0000-00-00,1594674,351062694,11,13.9665,0.297159,topmyths,16029374,108027,47,2018-12-06,9.43577,0.857797,0.200761,eczema treatments,2018-12-28 14:02:30,-1.0,-1.0,10.0,-4.53073,-0.3243998138402606,
17,0000-00-00,1594675,351062694,6,7.13182,0.297159,topmyths,16029375,108027,24,2018-12-06,12.8824,2.14707,0.536768,methotrexate eczema treatment,2018-12-28 14:02:30,-1.0,-1.0,10.0,5.75058,0.8063271366916159,
18,0000-00-00,1598859,351062694,7,9.21193,0.297159,topmyths,16042367,108027,31,2018-12-06,19.0525,2.72179,0.614597,dupixent atopic dermatitis eczema treatment,2018-12-07 21:21:05,-1.0,-1.0,10.0,9.840569999999998,1.068241942785062,
19,0000-00-00,1599302,351062694,0,0.0,0.0,,16372592,108027,0,2018-12-06,0.0,0.0,0.0,,2018-12-08 21:20:58,-1.0,-1.0,-1.0,0.0,,
20,0000-00-00,1600374,351062694,0,0.0,0.0,,16373632,108027,0,2018-12-06,0.0,0.0,0.0,,2018-12-08 21:20:58,-1.0,-1.0,-1.0,0.0,,
21,0000-00-00,1604180,351062694,0,0.0,0.0,,21011835,108027,0,2018-12-06,0.0,0.0,0.0,,2018-12-28 14:02:29,-1.0,-1.0,-1.0,0.0,,
22,0000-00-00,1604181,351062694,0,0.0,0.0,,21011836,108027,0,2018-12-06,0.0,0.0,0.0,,2018-12-28 14:02:29,-1.0,-1.0,-1.0,0.0,,
23,0000-00-00,1604185,351062694,0,0.0,0.0,,21011839,108027,0,2018-12-06,0.0,0.0,0.0,,2018-12-28 14:02:29,-1.0,-1.0,-1.0,0.0,,
24,0000-00-00,1604186,351062694,0,0.0,0.0,,21011840,108027,0,2018-12-06,0.0,0.0,0.0,,2018-12-28 14:02:29,-1.0,-1.0,-1.0,0.0,,
25,0000-00-00,1606003,351062694,0,0.0,0.0,,21013224,108027,0,2018-12-06,0.0,0.0,0.0,,2018-12-28 14:02:29,-1.0,-1.0,-1.0,0.0,,
26,0000-00-00,1609036,351062694,0,0.0,0.0,,21015574,108027,0,2018-12-06,0.0,0.0,0.0,,2018-12-28 14:02:29,-1.0,-1.0,-1.0,0.0,,
27,0000-00-00,1616283,351062694,0,0.0,0.0,,21020984,108027,0,2018-12-06,0.0,0.0,0.0,,2018-12-28 14:02:29,-1.0,-1.0,-1.0,0.0,,
28,0000-00-00,1616284,351062694,0,0.0,0.0,,21020985,108027,0,2018-12-06,0.0,0.0,0.0,,2018-12-28 14:02:29,-1.0,-1.0,-1.0,0.0,,
29,0000-00-00,1616285,351062694,0,0.0,0.0,,21020986,108027,0,2018-12-06,0.0,0.0,0.0,,2018-12-28 14:02:29,-1.0,-1.0,-1.0,0.0,,
30,0000-00-00,1616286,351062694,0,0.0,0.0,,21020987,108027,0,2018-12-06,0.0,0.0,0.0,,2018-12-28 14:02:29,-1.0,-1.0,-1.0,0.0,,
31,0000-00-00,1625366,351062694,0,0.0,0.0,,21028656,108027,0,2018-12-06,0.0,0.0,0.0,,2018-12-28 14:02:29,-1.0,-1.0,-1.0,0.0,,
32,0000-00-00,1594674,351062694,3,4.57385,0.285865,topmyths,16358081,108027,16,2018-12-07,1.41593,0.471977,0.0884956,eczema treatments,2018-12-08 21:21:10,-1.0,-1.0,0.0,-3.1579200000000003,-0.6904292882363873,
33,0000-00-00,1594675,351062694,65,96.3366,0.285865,topmyths,16358082,108027,337,2018-12-07,105.645,1.6253,0.313485,methotrexate eczema treatment,2018-12-28 14:03:36,-1.0,-1.0,10.0,9.308399999999992,0.09662371310592227,
34,0000-00-00,1598859,351062694,91,97.766,0.285865,topmyths,16362071,108027,342,2018-12-07,68.4258,0.751931,0.200075,dupixent atopic dermatitis eczema treatment,2018-12-28 14:04:01,-1.0,-1.0,10.0,-29.34020000000001,-0.30010637644989063,
35,0000-00-00,1599302,351062694,5,7.71837,0.285865,topmyths,16374703,108027,27,2018-12-07,3.4327,0.68654,0.127137,severe eczema relief,2018-12-10 21:20:00,-1.0,-1.0,0.0,-4.28567,-0.5552558376963012,
36,0000-00-00,1600374,351062694,34,28.5865,0.285865,topmyths,16374704,108027,100,2018-12-07,22.6422,0.665948,0.226422,severe eczema treatments,2018-12-28 14:03:36,-1.0,-1.0,4.0,-5.944300000000002,-0.2079408112220804,
37,0000-00-00,1604180,351062694,0,0.0,0.0,,21044377,108027,0,2018-12-07,0.0,0.0,0.0,,2018-12-28 14:04:00,-1.0,-1.0,-1.0,0.0,,
38,0000-00-00,1604181,351062694,0,0.0,0.0,,21044378,108027,0,2018-12-07,0.0,0.0,0.0,,2018-12-28 14:04:00,-1.0,-1.0,-1.0,0.0,,
39,0000-00-00,1604185,351062694,0,0.0,0.0,,21044381,108027,0,2018-12-07,0.0,0.0,0.0,,2018-12-28 14:04:00,-1.0,-1.0,-1.0,0.0,,
40,0000-00-00,1604186,351062694,0,0.0,0.0,,21044382,108027,0,2018-12-07,0.0,0.0,0.0,,2018-12-28 14:04:00,-1.0,-1.0,-1.0,0.0,,
41,0000-00-00,1606003,351062694,0,0.0,0.0,,21045766,108027,0,2018-12-07,0.0,0.0,0.0,,2018-12-28 14:04:00,-1.0,-1.0,-1.0,0.0,,
42,0000-00-00,1609036,351062694,0,0.0,0.0,,21048116,108027,0,2018-12-07,0.0,0.0,0.0,,2018-12-28 14:04:00,-1.0,-1.0,-1.0,0.0,,
43,0000-00-00,1616283,351062694,0,0.0,0.0,,21053526,108027,0,2018-12-07,0.0,0.0,0.0,,2018-12-28 14:04:00,-1.0,-1.0,-1.0,0.0,,
44,0000-00-00,1616284,351062694,0,0.0,0.0,,21053527,108027,0,2018-12-07,0.0,0.0,0.0,,2018-12-28 14:04:00,-1.0,-1.0,-1.0,0.0,,
45,0000-00-00,1616285,351062694,0,0.0,0.0,,21053528,108027,0,2018-12-07,0.0,0.0,0.0,,2018-12-28 14:04:00,-1.0,-1.0,-1.0,0.0,,
46,0000-00-00,1616286,351062694,0,0.0,0.0,,21053529,108027,0,2018-12-07,0.0,0.0,0.0,,2018-12-28 14:04:00,-1.0,-1.0,-1.0,0.0,,
47,0000-00-00,1625366,351062694,0,0.0,0.0,,21061198,108027,0,2018-12-07,0.0,0.0,0.0,,2018-12-28 14:04:00,-1.0,-1.0,-1.0,0.0,,
48,0000-00-00,1594674,351062694,0,0.0,0.0,,16691050,108027,0,2018-12-08,0.0,0.0,0.0,,2018-12-28 14:05:29,-1.0,-1.0,0.0,0.0,,
49,0000-00-00,1594675,351062694,80,103.111,0.291273,topmyths,16691051,108027,354,2018-12-08,109.78,1.37225,0.310113,eczema ointment,2018-12-28 14:05:29,-1.0,-1.0,10.0,6.668999999999997,0.06467787142012003,
50,0000-00-00,1598859,351062694,102,104.276,0.291273,topmyths,16694950,108027,358,2018-12-08,108.822,1.06688,0.303971,dupixent atopic dermatitis eczema treatment,2018-12-28 14:05:29,-1.0,-1.0,10.0,4.5460000000000065,0.04359584180444212,
51,0000-00-00,1599302,351062694,0,0.0,0.0,,16695380,108027,0,2018-12-08,0.0,0.0,0.0,,2018-12-28 14:05:29,-1.0,-1.0,0.0,0.0,,
52,0000-00-00,1600374,351062694,49,38.1567,0.291273,topmyths,16696420,108027,131,2018-12-08,46.9579,0.958325,0.358457,Severe Eczema Treatments,2018-12-28 14:05:29,-1.0,-1.0,4.0,8.801200000000001,0.23065935995513243,
53,0000-00-00,1604180,351062694,0,0.0,0.0,,21075548,108027,0,2018-12-08,0.0,0.0,0.0,,2018-12-28 14:05:28,-1.0,-1.0,-1.0,0.0,,
54,0000-00-00,1604181,351062694,0,0.0,0.0,,21075549,108027,0,2018-12-08,0.0,0.0,0.0,,2018-12-28 14:05:28,-1.0,-1.0,-1.0,0.0,,
55,0000-00-00,1604185,351062694,0,0.0,0.0,,21075552,108027,0,2018-12-08,0.0,0.0,0.0,,2018-12-28 14:05:28,-1.0,-1.0,-1.0,0.0,,
56,0000-00-00,1604186,351062694,0,0.0,0.0,,21075553,108027,0,2018-12-08,0.0,0.0,0.0,,2018-12-28 14:05:28,-1.0,-1.0,-1.0,0.0,,
57,0000-00-00,1606003,351062694,0,0.0,0.0,,21076937,108027,0,2018-12-08,0.0,0.0,0.0,,2018-12-28 14:05:28,-1.0,-1.0,-1.0,0.0,,
58,0000-00-00,1609036,351062694,0,0.0,0.0,,21079287,108027,0,2018-12-08,0.0,0.0,0.0,,2018-12-28 14:05:28,-1.0,-1.0,-1.0,0.0,,
59,0000-00-00,1616283,351062694,0,0.0,0.0,,21084697,108027,0,2018-12-08,0.0,0.0,0.0,,2018-12-28 14:05:28,-1.0,-1.0,-1.0,0.0,,
60,0000-00-00,1616284,351062694,0,0.0,0.0,,21084698,108027,0,2018-12-08,0.0,0.0,0.0,,2018-12-28 14:05:28,-1.0,-1.0,-1.0,0.0,,
61,0000-00-00,1616285,351062694,0,0.0,0.0,,21084699,108027,0,2018-12-08,0.0,0.0,0.0,,2018-12-28 14:05:28,-1.0,-1.0,-1.0,0.0,,
62,0000-00-00,1616286,351062694,0,0.0,0.0,,21084700,108027,0,2018-12-08,0.0,0.0,0.0,,2018-12-28 14:05:28,-1.0,-1.0,-1.0,0.0,,
63,0000-00-00,1625366,351062694,0,0.0,0.0,,21092369,108027,0,2018-12-08,0.0,0.0,0.0,,2018-12-28 14:05:28,-1.0,-1.0,-1.0,0.0,,
64,0000-00-00,1594674,351062694,0,0.0,0.0,,17020166,108027,0,2018-12-09,0.0,0.0,0.0,,2018-12-28 14:07:00,-1.0,-1.0,0.0,0.0,,
65,0000-00-00,1594675,351062694,114,173.379,0.277851,topmyths,17020167,108027,624,2018-12-09,180.013,1.57906,0.288482,eczema ointment,2018-12-10 21:21:20,-1.0,-1.0,50.0,6.6340000000000146,0.038262996095259606,
66,0000-00-00,1598859,351062694,138,168.1,0.277851,topmyths,17024051,108027,605,2018-12-09,161.144,1.16771,0.266354,dupixent atopic dermatitis eczema treatment,2018-12-10 21:21:20,-1.0,-1.0,50.0,-6.955999999999989,-0.041380130874479414,
67,0000-00-00,1599302,351062694,14,16.6711,0.277851,topmyths,17024471,108027,60,2018-12-09,10.6893,0.763524,0.178156,severe eczema relief,2018-12-10 21:21:20,-1.0,-1.0,10.0,-5.9818,-0.3588125558601412,
68,0000-00-00,1600374,351062694,178,171.156,0.277851,topmyths,17025491,108027,616,2018-12-09,144.613,0.81243,0.234761,Severe Eczema Treatments,2018-12-10 21:21:20,-1.0,-1.0,100.0,-26.543000000000006,-0.15508074505129826,
69,0000-00-00,1604180,351062694,0,0.0,0.0,,17702323,108027,0,2018-12-09,0.0,0.0,0.0,,2018-12-12 21:20:26,-1.0,-1.0,-1.0,0.0,,
70,0000-00-00,1604181,351062694,0,0.0,0.0,,17702324,108027,0,2018-12-09,0.0,0.0,0.0,,2018-12-12 21:20:26,-1.0,-1.0,-1.0,0.0,,
71,0000-00-00,1604185,351062694,0,0.0,0.0,,17702328,108027,0,2018-12-09,0.0,0.0,0.0,,2018-12-12 21:20:26,-1.0,-1.0,-1.0,0.0,,
72,0000-00-00,1604186,351062694,0,0.0,0.0,,17702329,108027,0,2018-12-09,0.0,0.0,0.0,,2018-12-12 21:20:26,-1.0,-1.0,-1.0,0.0,,
73,0000-00-00,1606003,351062694,0,0.0,0.0,,21108222,108027,0,2018-12-09,0.0,0.0,0.0,,2018-12-28 14:06:59,-1.0,-1.0,-1.0,0.0,,
74,0000-00-00,1609036,351062694,0,0.0,0.0,,21110572,108027,0,2018-12-09,0.0,0.0,0.0,,2018-12-28 14:06:59,-1.0,-1.0,-1.0,0.0,,
75,0000-00-00,1616283,351062694,0,0.0,0.0,,21115982,108027,0,2018-12-09,0.0,0.0,0.0,,2018-12-28 14:06:59,-1.0,-1.0,-1.0,0.0,,
76,0000-00-00,1616284,351062694,0,0.0,0.0,,21115983,108027,0,2018-12-09,0.0,0.0,0.0,,2018-12-28 14:06:59,-1.0,-1.0,-1.0,0.0,,
77,0000-00-00,1616285,351062694,0,0.0,0.0,,21115984,108027,0,2018-12-09,0.0,0.0,0.0,,2018-12-28 14:06:59,-1.0,-1.0,-1.0,0.0,,
78,0000-00-00,1616286,351062694,0,0.0,0.0,,21115985,108027,0,2018-12-09,0.0,0.0,0.0,,2018-12-28 14:06:59,-1.0,-1.0,-1.0,0.0,,
79,0000-00-00,1625366,351062694,0,0.0,0.0,,21123654,108027,0,2018-12-09,0.0,0.0,0.0,,2018-12-28 14:06:59,-1.0,-1.0,-1.0,0.0,,
80,0000-00-00,1594674,351062694,0,0.0,0.0,,17349276,108027,0,2018-12-10,0.0,0.0,0.0,,2018-12-28 14:08:45,-1.0,-1.0,0.0,0.0,,
81,0000-00-00,1594675,351062694,131,172.088,0.263535,topmyths,17349277,108027,653,2018-12-10,207.997,1.58776,0.318525,eczema ointment,2018-12-11 21:21:57,-1.0,-1.0,100.0,35.90900000000002,0.2086664962112409,
82,0000-00-00,1598859,351062694,163,172.352,0.263535,topmyths,17353150,108027,654,2018-12-10,139.987,0.858819,0.214048,dupixent atopic dermatitis eczema treatment,2018-12-11 21:21:57,-1.0,-1.0,100.0,-32.36500000000001,-0.1877843018937988,
83,0000-00-00,1599302,351062694,3,2.37181,0.263535,topmyths,17353567,108027,9,2018-12-10,2.51581,0.838602,0.279534,severe eczema relief,2018-12-11 21:21:57,-1.0,-1.0,0.0,0.14400000000000013,0.06071312626222174,
84,0000-00-00,1600374,351062694,167,170.507,0.263535,topmyths,17354571,108027,647,2018-12-10,119.382,0.714862,0.184516,Severe Eczema Treatments,2018-12-11 21:21:57,-1.0,-1.0,20.0,-51.125,-0.2998410622437788,
85,0000-00-00,1604180,351062694,0,0.0,0.0,,17704371,108027,0,2018-12-10,0.0,0.0,0.0,,2018-12-12 21:21:10,-1.0,-1.0,-1.0,0.0,,
86,0000-00-00,1604181,351062694,0,0.0,0.0,,17704372,108027,0,2018-12-10,0.0,0.0,0.0,,2018-12-12 21:21:10,-1.0,-1.0,-1.0,0.0,,
87,0000-00-00,1604185,351062694,0,0.0,0.0,,17704376,108027,0,2018-12-10,0.0,0.0,0.0,,2018-12-12 21:21:10,-1.0,-1.0,-1.0,0.0,,
88,0000-00-00,1604186,351062694,0,0.0,0.0,,17704377,108027,0,2018-12-10,0.0,0.0,0.0,,2018-12-12 21:21:10,-1.0,-1.0,-1.0,0.0,,
89,0000-00-00,1606003,351062694,0,0.0,0.0,,18037069,108027,0,2018-12-10,0.0,0.0,0.0,,2018-12-13 21:20:24,-1.0,-1.0,-1.0,0.0,,
90,0000-00-00,1609036,351062694,0,0.0,0.0,,21142106,108027,0,2018-12-10,0.0,0.0,0.0,,2018-12-28 14:08:43,-1.0,-1.0,-1.0,0.0,,
91,0000-00-00,1616283,351062694,0,0.0,0.0,,21147516,108027,0,2018-12-10,0.0,0.0,0.0,,2018-12-28 14:08:43,-1.0,-1.0,-1.0,0.0,,
92,0000-00-00,1616284,351062694,0,0.0,0.0,,21147517,108027,0,2018-12-10,0.0,0.0,0.0,,2018-12-28 14:08:43,-1.0,-1.0,-1.0,0.0,,
93,0000-00-00,1616285,351062694,0,0.0,0.0,,21147518,108027,0,2018-12-10,0.0,0.0,0.0,,2018-12-28 14:08:43,-1.0,-1.0,-1.0,0.0,,
94,0000-00-00,1616286,351062694,0,0.0,0.0,,21147519,108027,0,2018-12-10,0.0,0.0,0.0,,2018-12-28 14:08:43,-1.0,-1.0,-1.0,0.0,,
95,0000-00-00,1625366,351062694,0,0.0,0.0,,21155188,108027,0,2018-12-10,0.0,0.0,0.0,,2018-12-28 14:08:43,-1.0,-1.0,-1.0,0.0,,
96,0000-00-00,1594674,351062694,0,0.0,0.0,,17687430,108027,0,2018-12-11,0.0,0.0,0.0,,2018-12-28 14:10:19,-1.0,-1.0,0.0,0.0,,
97,0000-00-00,1594675,351062694,206,263.791,0.250276,topmyths,17687431,108027,1054,2018-12-11,337.819,1.6399,0.320512,eczema ointment,2018-12-28 14:10:19,-1.0,-1.0,100.0,74.02800000000002,0.28063125732113686,
98,0000-00-00,1598859,351062694,242,267.044,0.250276,topmyths,17691226,108027,1067,2018-12-11,218.818,0.904206,0.205078,dupixent atopic dermatitis eczema treatment,2018-12-28 14:10:19,-1.0,-1.0,100.0,-48.22599999999997,-0.18059196237324177,
99,0000-00-00,1599302,351062694,0,0.0,0.0,,17691634,108027,0,2018-12-11,0.0,0.0,0.0,,2018-12-28 14:10:19,-1.0,-1.0,0.0,0.0,,
100,0000-00-00,1600374,351062694,22,25.0276,0.250276,topmyths,17692624,108027,100,2018-12-11,10.6075,0.482159,0.106075,Severe Eczema Treatments,2018-12-12 21:21:24,-1.0,-1.0,0.0,-14.4201,-0.5761679106266682,
101,0000-00-00,1604180,351062694,3,8.00882,0.250276,topmyths,17706638,108027,32,2018-12-11,1.51108,0.503693,0.0472212,creams eczema,2018-12-12 21:21:24,-1.0,-1.0,5.0,-6.49774,-0.8113230163744473,
102,0000-00-00,1604181,351062694,10,12.0132,0.250276,topmyths,17706643,108027,48,2018-12-11,13.8432,1.38432,0.288401,methotrexate eczema relief,2018-12-12 21:21:24,-1.0,-1.0,10.0,1.83,0.15233243432224555,
103,0000-00-00,1604185,351062694,14,12.0132,0.250276,topmyths,17706644,108027,48,2018-12-11,27.763,1.98307,0.578396,methotrexate eczema treatment,2018-12-12 21:21:24,-1.0,-1.0,10.0,15.749800000000002,1.3110411880265045,
104,0000-00-00,1604186,351062694,6,10.7619,0.250276,topmyths,17706645,108027,43,2018-12-11,9.98138,1.66356,0.232125,methotrexate eczema treatment relief,2018-12-12 21:21:24,-1.0,-1.0,10.0,-0.780520000000001,-0.07252622678151636,
105,0000-00-00,1606003,351062694,0,0.0,0.0,,18039117,108027,0,2018-12-11,0.0,0.0,0.0,,2018-12-13 21:21:04,-1.0,-1.0,-1.0,0.0,,
106,0000-00-00,1609036,351062694,0,0.0,0.0,,21173461,108027,0,2018-12-11,0.0,0.0,0.0,,2018-12-28 14:10:18,-1.0,-1.0,-1.0,0.0,,
107,0000-00-00,1616283,351062694,0,0.0,0.0,,21178871,108027,0,2018-12-11,0.0,0.0,0.0,,2018-12-28 14:10:18,-1.0,-1.0,-1.0,0.0,,
108,0000-00-00,1616284,351062694,0,0.0,0.0,,21178872,108027,0,2018-12-11,0.0,0.0,0.0,,2018-12-28 14:10:18,-1.0,-1.0,-1.0,0.0,,
109,0000-00-00,1616285,351062694,0,0.0,0.0,,21178873,108027,0,2018-12-11,0.0,0.0,0.0,,2018-12-28 14:10:18,-1.0,-1.0,-1.0,0.0,,
110,0000-00-00,1616286,351062694,0,0.0,0.0,,21178874,108027,0,2018-12-11,0.0,0.0,0.0,,2018-12-28 14:10:18,-1.0,-1.0,-1.0,0.0,,
111,0000-00-00,1625366,351062694,0,0.0,0.0,,21186543,108027,0,2018-12-11,0.0,0.0,0.0,,2018-12-28 14:10:18,-1.0,-1.0,-1.0,0.0,,
112,0000-00-00,1594674,351062694,0,0.0,0.0,,18021302,108027,0,2018-12-12,0.0,0.0,0.0,,2018-12-28 14:12:00,-1.0,-1.0,0.0,0.0,,
113,0000-00-00,1594675,351062694,378,518.063,0.261121,topmyths,18021303,108027,1984,2018-12-12,602.491,1.59389,0.303675,eczema ointment,2018-12-28 14:12:00,-1.0,-1.0,100.0,84.428,0.16296859648343928,
114,0000-00-00,1598859,351062694,43,48.8296,0.261121,topmyths,18024995,108027,187,2018-12-12,23.0408,0.535833,0.123213,dupixent atopic dermatitis eczema treatment,2018-12-13 21:21:17,-1.0,-1.0,0.0,-25.7888,-0.528138669987057,
115,0000-00-00,1599302,351062694,24,17.234,0.261121,topmyths,18025395,108027,66,2018-12-12,24.488,1.02033,0.37103,severe eczema relief,2018-12-13 21:21:17,-1.0,-1.0,5.0,7.253999999999998,0.42091215040037117,
116,0000-00-00,1600374,351062694,0,0.0,0.0,,18026369,108027,0,2018-12-12,0.0,0.0,0.0,,2018-12-28 14:12:00,-1.0,-1.0,0.0,0.0,,
117,0000-00-00,1604180,351062694,1,1.56672,0.261121,topmyths,18029892,108027,6,2018-12-12,1.16309,1.16309,0.193848,creams eczema,2018-12-13 21:21:17,-1.0,-1.0,0.0,-0.40362999999999993,-0.25762739991830064,
118,0000-00-00,1604181,351062694,6,7.5725,0.261121,topmyths,18029893,108027,29,2018-12-12,6.31513,1.05252,0.217763,methotrexate eczema relief,2018-12-13 21:21:17,-1.0,-1.0,1.0,-1.2573699999999999,-0.1660442390227798,
119,0000-00-00,1604185,351062694,2,8.8781,0.261121,topmyths,18029897,108027,34,2018-12-12,0.739904,0.369952,0.0217619,methotrexate eczema treatment,2018-12-13 21:21:17,-1.0,-1.0,1.0,-8.138196,-0.9166596456449015,
120,0000-00-00,1604186,351062694,8,9.66146,0.261121,topmyths,18029898,108027,37,2018-12-12,16.3278,2.04097,0.441291,methotrexate eczema treatment relief,2018-12-13 21:21:17,-1.0,-1.0,1.0,6.66634,0.6899930238286966,
121,0000-00-00,1606003,351062694,10,13.5783,0.261121,topmyths,18040810,108027,52,2018-12-12,8.08504,0.808504,0.155482,eczema relief,2018-12-13 21:21:17,-1.0,-1.0,5.0,-5.493260000000001,-0.4045616903441521,
122,0000-00-00,1609036,351062694,0,0.0,0.0,,18705459,108027,0,2018-12-12,0.0,0.0,0.0,,2018-12-15 21:20:39,-1.0,-1.0,-1.0,0.0,,
123,0000-00-00,1616283,351062694,0,0.0,0.0,,21193984,108027,0,2018-12-12,0.0,0.0,0.0,,2018-12-28 14:11:59,-1.0,-1.0,-1.0,0.0,,
124,0000-00-00,1616284,351062694,0,0.0,0.0,,21193985,108027,0,2018-12-12,0.0,0.0,0.0,,2018-12-28 14:11:59,-1.0,-1.0,-1.0,0.0,,
125,0000-00-00,1616285,351062694,0,0.0,0.0,,21193986,108027,0,2018-12-12,0.0,0.0,0.0,,2018-12-28 14:11:59,-1.0,-1.0,-1.0,0.0,,
126,0000-00-00,1616286,351062694,0,0.0,0.0,,21193987,108027,0,2018-12-12,0.0,0.0,0.0,,2018-12-28 14:11:59,-1.0,-1.0,-1.0,0.0,,
127,0000-00-00,1625366,351062694,0,0.0,0.0,,21201656,108027,0,2018-12-12,0.0,0.0,0.0,,2018-12-28 14:11:59,-1.0,-1.0,-1.0,0.0,,
128,0000-00-00,1594674,351062694,0,0.0,0.0,,18353701,108027,0,2018-12-13,0.0,0.0,0.0,,2018-12-28 14:13:46,-1.0,-1.0,0.0,0.0,,
129,0000-00-00,1594675,351062694,364,531.298,0.25312,topmyths,18353702,108027,2099,2018-12-13,693.886,1.90628,0.330579,eczema ointment,2018-12-28 14:13:46,-1.0,-1.0,100.0,162.58799999999997,0.306020350161303,
130,0000-00-00,1598859,351062694,0,1.2656,0.25312,topmyths,18357374,108027,5,2018-12-13,0.0,,0.0,dupixent atopic dermatitis eczema treatment,2018-12-28 14:13:46,-1.0,-1.0,0.0,-1.2656,-1.0,
131,0000-00-00,1599302,351062694,29,29.3619,0.25312,topmyths,18357769,108027,116,2018-12-13,21.8777,0.754404,0.188601,severe eczema relief,2018-12-28 14:13:46,-1.0,-1.0,5.0,-7.484199999999998,-0.25489494889635883,
132,0000-00-00,1600374,351062694,0,0.25312,0.25312,topmyths,18358736,108027,1,2018-12-13,0.0,,0.0,Severe Eczema Treatments,2018-12-28 14:13:46,-1.0,-1.0,0.0,-0.25312,-1.0,
133,0000-00-00,1604180,351062694,0,0.0,0.0,,18362193,108027,0,2018-12-13,0.0,0.0,0.0,,2018-12-28 14:13:46,-1.0,-1.0,0.0,0.0,,
134,0000-00-00,1604181,351062694,8,6.32799,0.25312,topmyths,18362194,108027,25,2018-12-13,9.41847,1.17731,0.376739,methotrexate eczema relief,2018-12-28 14:13:46,-1.0,-1.0,1.0,3.0904799999999994,0.48838256697624355,
135,0000-00-00,1604185,351062694,4,5.82175,0.25312,topmyths,18362198,108027,23,2018-12-13,3.90645,0.976613,0.169846,methotrexate eczema treatment,2018-12-28 14:13:46,-1.0,-1.0,1.0,-1.9152999999999998,-0.32899042384162835,
136,0000-00-00,1604186,351062694,2,2.78432,0.25312,topmyths,18362199,108027,11,2018-12-13,3.51454,1.75727,0.319504,methotrexate eczema treatment relief,2018-12-28 14:13:46,-1.0,-1.0,1.0,0.7302200000000001,0.26226152166417654,
137,0000-00-00,1606003,351062694,32,28.8556,0.25312,topmyths,18363901,108027,114,2018-12-13,29.9747,0.936711,0.262936,eczema relief,2018-12-28 14:13:46,-1.0,-1.0,5.0,1.1190999999999995,0.03878276660336294,
